Position,Track Name,Artist,Streams,ADMIN
1,Despacito - Remix,Luis Fonsi,3894,Lithuania
2,Attention,Charlie Puth,3182,Lithuania
3,Malibu,Miley Cyrus,3126,Lithuania
4,Thunder,Imagine Dragons,2960,Lithuania
5,There for You,Martin Garrix,2925,Lithuania
6,HUMBLE.,Kendrick Lamar,2916,Lithuania
7,I'm the One,DJ Khaled,2796,Lithuania
8,Bad Liar,Selena Gomez,2616,Lithuania
9,There's Nothing Holdin' Me Back,Shawn Mendes,2605,Lithuania
10,Unforgettable,French Montana,2469,Lithuania
1,I'm the One,DJ Khaled,204944,Philippines
2,Despacito - Remix,Luis Fonsi,199714,Philippines
3,Shape of You,Ed Sheeran,164595,Philippines
4,Something Just Like This,The Chainsmokers,147066,Philippines
5,That's What I Like,Bruno Mars,146164,Philippines
6,Symphony (feat. Zara Larsson),Clean Bandit,136846,Philippines
7,Attention,Charlie Puth,133937,Philippines
8,Stay (with Alessia Cara),Zedd,129725,Philippines
9,Say You Won't Let Go,James Arthur,120511,Philippines
10,Mama,Jonas Blue,119007,Philippines
1,Something Just Like This,The Chainsmokers,24740,Taiwan
2,Shape of You,Ed Sheeran,22931,Taiwan
3,Despacito - Remix,Luis Fonsi,21801,Taiwan
4,Attention,Charlie Puth,20669,Taiwan
5,There for You,Martin Garrix,19196,Taiwan
6,Stay (with Alessia Cara),Zedd,18841,Taiwan
7,I'm the One,DJ Khaled,18574,Taiwan
8,Symphony (feat. Zara Larsson),Clean Bandit,18250,Taiwan
9,"????? - ???""????""??",Nana Lee,16976,Taiwan
10,????,Namewee,16575,Taiwan
1,Despacito - Remix,Luis Fonsi,76629,New Zealand
2,I'm the One,DJ Khaled,55878,New Zealand
3,HUMBLE.,Kendrick Lamar,48915,New Zealand
4,Shape of You,Ed Sheeran,35732,New Zealand
5,Malibu,Miley Cyrus,33999,New Zealand
6,Attention,Charlie Puth,33924,New Zealand
7,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,31623,New Zealand
8,Location,Khalid,28928,New Zealand
9,There's Nothing Holdin' Me Back,Shawn Mendes,28698,New Zealand
10,Thunder,Imagine Dragons,28433,New Zealand
1,Despacito - Remix,Luis Fonsi,4002,Estonia
2,There for You,Martin Garrix,3196,Estonia
3,HUMBLE.,Kendrick Lamar,2604,Estonia
4,I'm the One,DJ Khaled,2490,Estonia
5,Symphony (feat. Zara Larsson),Clean Bandit,2426,Estonia
6,There's Nothing Holdin' Me Back,Shawn Mendes,2329,Estonia
7,Attention,Charlie Puth,2319,Estonia
8,Malibu,Miley Cyrus,2267,Estonia
9,Thunder,Imagine Dragons,2256,Estonia
10,Sign of the Times,Harry Styles,2175,Estonia
1,Shape of You,Ed Sheeran,54777,Turkey
2,Despacito - Remix,Luis Fonsi,52943,Turkey
3,Attention,Charlie Puth,38863,Turkey
4,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,38272,Turkey
5,Mi Gna (feat. Spitakci Hyko),Super Sako,35130,Turkey
6,Ciao Adios,Anne-Marie,33130,Turkey
7,Believer,Imagine Dragons,31531,Turkey
8,Thunder,Imagine Dragons,31093,Turkey
9,It Ain't Me (with Selena Gomez),Kygo,31028,Turkey
10,Mask Off,Future,29700,Turkey
1,HUMBLE.,Kendrick Lamar,1925904,United States
2,Despacito - Remix,Luis Fonsi,1895067,United States
3,I'm the One,DJ Khaled,1667586,United States
4,XO TOUR Llif3,Lil Uzi Vert,1570505,United States
5,Congratulations,Post Malone,1116479,United States
6,Mask Off,Future,1095066,United States
7,DNA.,Kendrick Lamar,1046427,United States
8,Unforgettable,French Montana,987153,United States
9,1-800-273-8255,Logic,925667,United States
10,Location,Khalid,880795,United States
1,Felices los 4,Maluma,7846,El Salvador
2,Me Rehúso,Danny Ocean,6308,El Salvador
3,Escápate Conmigo,Wisin,5886,El Salvador
4,Ahora Dice,Chris Jeday,5459,El Salvador
5,Shape of You,Ed Sheeran,4956,El Salvador
6,Hey DJ,CNCO,4559,El Salvador
7,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,4289,El Salvador
8,Sigo Extrañándote,J Balvin,4079,El Salvador
9,Despacito (Featuring Daddy Yankee),Luis Fonsi,3876,El Salvador
10,Despacito - Remix,Luis Fonsi,3663,El Salvador
1,Shape of You,Ed Sheeran,24823,Costa Rica
2,Me Rehúso,Danny Ocean,24426,Costa Rica
3,Felices los 4,Maluma,23913,Costa Rica
4,Ahora Dice,Chris Jeday,20660,Costa Rica
5,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,15912,Costa Rica
6,Despacito (Featuring Daddy Yankee),Luis Fonsi,14904,Costa Rica
7,Hey DJ,CNCO,14224,Costa Rica
8,Escápate Conmigo,Wisin,14208,Costa Rica
9,El Amante,Nicky Jam,12470,Costa Rica
10,Otra Vez (feat. J Balvin),Zion & Lennox,12259,Costa Rica
1,Despacito - Remix,Luis Fonsi,470264,Germany
2,OK,Robin Schulz,371008,Germany
3,I'm the One,DJ Khaled,338133,Germany
4,There's Nothing Holdin' Me Back,Shawn Mendes,293029,Germany
5,Thunder,Imagine Dragons,282198,Germany
6,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,275505,Germany
7,Unforgettable,French Montana,269458,Germany
8,Louis Louis,Kay One,262570,Germany
9,Despacito (Featuring Daddy Yankee),Luis Fonsi,251621,Germany
10,Shape of You,Ed Sheeran,244041,Germany
1,Felices los 4,Maluma,172285,Chile
2,Me Rehúso,Danny Ocean,165623,Chile
3,Escápate Conmigo,Wisin,145578,Chile
4,Ahora Dice,Chris Jeday,119433,Chile
5,Shape of You,Ed Sheeran,100358,Chile
6,Sigo Extrañándote,J Balvin,93142,Chile
7,Despacito (Featuring Daddy Yankee),Luis Fonsi,87961,Chile
8,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,86810,Chile
9,Hey DJ,CNCO,86192,Chile
10,El Amante,Nicky Jam,85569,Chile
1,Shape of You,Ed Sheeran,15962,Japan
2,I'm the One,DJ Khaled,13937,Japan
3,Stay (with Alessia Cara),Zedd,13570,Japan
4,Despacito - Remix,Luis Fonsi,11439,Japan
5,Something Just Like This,The Chainsmokers,10955,Japan
6,Good Life (with G-Eazy & Kehlani),G-Eazy,10816,Japan
7,Symphony (feat. Zara Larsson),Clean Bandit,10262,Japan
8,Attention,Charlie Puth,9290,Japan
9,It Ain't Me (with Selena Gomez),Kygo,9237,Japan
10,That's What I Like,Bruno Mars,8924,Japan
1,Paradinha,Anitta,455100,Brazil
2,Despacito - Remix,Luis Fonsi,396918,Brazil
3,Shape of You,Ed Sheeran,353584,Brazil
4,Sua Cara (feat. Anitta & Pabllo Vittar),Major Lazer,270818,Brazil
5,Despacito (Featuring Daddy Yankee),Luis Fonsi,246628,Brazil
6,Never Let Me Go,Alok,239085,Brazil
7,Switch,Iggy Azalea,237208,Brazil
8,Vai Embrazando,Mc Zaac,228964,Brazil
9,Hear Me Now,Alok,228844,Brazil
10,Joga o Bum Bum Tamtam,MC Fioti,221611,Brazil
1,Felices los 4,Maluma,9341,Honduras
2,Me Rehúso,Danny Ocean,8496,Honduras
3,Ahora Dice,Chris Jeday,7273,Honduras
4,Escápate Conmigo,Wisin,7254,Honduras
5,Shape of You,Ed Sheeran,5886,Honduras
6,Sigo Extrañándote,J Balvin,5491,Honduras
7,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,5447,Honduras
8,Despacito (Featuring Daddy Yankee),Luis Fonsi,4442,Honduras
9,Despacito - Remix,Luis Fonsi,4261,Honduras
10,El Amante,Nicky Jam,4257,Honduras
1,Felices los 4,Maluma,14092,Guatemala
2,Me Rehúso,Danny Ocean,11768,Guatemala
3,Escápate Conmigo,Wisin,11265,Guatemala
4,Ahora Dice,Chris Jeday,10153,Guatemala
5,Una Lady Como Tú,Manuel Turizo,8316,Guatemala
6,Hey DJ,CNCO,8033,Guatemala
7,Shape of You,Ed Sheeran,7344,Guatemala
8,Sigo Extrañándote,J Balvin,7314,Guatemala
9,El Amante,Nicky Jam,7140,Guatemala
10,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,6975,Guatemala
1,Despacito - Remix,Luis Fonsi,32488,Switzerland
2,I'm the One,DJ Khaled,24398,Switzerland
3,Despacito (Featuring Daddy Yankee),Luis Fonsi,24312,Switzerland
4,Shape of You,Ed Sheeran,24277,Switzerland
5,Unforgettable,French Montana,22253,Switzerland
6,Symphony (feat. Zara Larsson),Clean Bandit,20132,Switzerland
7,SUBEME LA RADIO,Enrique Iglesias,19516,Switzerland
8,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,19038,Switzerland
9,It Ain't Me (with Selena Gomez),Kygo,18893,Switzerland
10,Thunder,Imagine Dragons,18841,Switzerland
1,Despacito - Remix,Luis Fonsi,14948,Hungary
2,Shape of You,Ed Sheeran,9301,Hungary
3,Thunder,Imagine Dragons,8645,Hungary
4,Despacito (Featuring Daddy Yankee),Luis Fonsi,8629,Hungary
5,Symphony (feat. Zara Larsson),Clean Bandit,8081,Hungary
6,It Ain't Me (with Selena Gomez),Kygo,7798,Hungary
7,I'm the One,DJ Khaled,7741,Hungary
8,There's Nothing Holdin' Me Back,Shawn Mendes,7366,Hungary
9,Attention,Charlie Puth,7338,Hungary
10,There for You,Martin Garrix,7296,Hungary
1,Despacito - Remix,Luis Fonsi,322979,Canada
2,I'm the One,DJ Khaled,203270,Canada
3,HUMBLE.,Kendrick Lamar,186584,Canada
4,Unforgettable,French Montana,165938,Canada
5,XO TOUR Llif3,Lil Uzi Vert,145365,Canada
6,Shape of You,Ed Sheeran,125992,Canada
7,Mask Off,Future,113343,Canada
8,Attention,Charlie Puth,110317,Canada
9,Stay (with Alessia Cara),Zedd,110284,Canada
10,Malibu,Miley Cyrus,108154,Canada
1,Felices los 4,Maluma,109014,Peru
2,Me Rehúso,Danny Ocean,77973,Peru
3,Escápate Conmigo,Wisin,63677,Peru
4,Shape of You,Ed Sheeran,56102,Peru
5,Ahora Dice,Chris Jeday,53926,Peru
6,Hey DJ,CNCO,46550,Peru
7,El Amante,Nicky Jam,45998,Peru
8,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,43682,Peru
9,Despacito (Featuring Daddy Yankee),Luis Fonsi,43361,Peru
10,Despacito - Remix,Luis Fonsi,43294,Peru
1,Despacito - Remix,Luis Fonsi,38626,Belgium
2,Shape of You,Ed Sheeran,29844,Belgium
3,I'm the One,DJ Khaled,29261,Belgium
4,Alleen,Lil' Kleine,25900,Belgium
5,Symphony (feat. Zara Larsson),Clean Bandit,25616,Belgium
6,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,25199,Belgium
7,There's Nothing Holdin' Me Back,Shawn Mendes,23828,Belgium
8,Let The Song Play,MATTN,22065,Belgium
9,HUMBLE.,Kendrick Lamar,21353,Belgium
10,It Ain't Me (with Selena Gomez),Kygo,20575,Belgium
1,Despacito - Remix,Luis Fonsi,78801,Malaysia
2,Attention,Charlie Puth,46599,Malaysia
3,Shape of You,Ed Sheeran,37980,Malaysia
4,I'm the One,DJ Khaled,36742,Malaysia
5,Something Just Like This,The Chainsmokers,35918,Malaysia
6,Symphony (feat. Zara Larsson),Clean Bandit,32203,Malaysia
7,Stay (with Alessia Cara),Zedd,29329,Malaysia
8,There for You,Martin Garrix,28477,Malaysia
9,That's What I Like,Bruno Mars,27833,Malaysia
10,Good Life (with G-Eazy & Kehlani),G-Eazy,27749,Malaysia
1,Despacito - Remix,Luis Fonsi,188881,Denmark
2,Habibi Aiwa,Gilli,117085,Denmark
3,I'm the One,DJ Khaled,109087,Denmark
4,Unforgettable,French Montana,94135,Denmark
5,There's Nothing Holdin' Me Back,Shawn Mendes,89206,Denmark
6,Mamacita,KESI,79854,Denmark
7,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,71591,Denmark
8,Tuesday,Burak Yeter,67292,Denmark
9,Legende,Gulddreng,66934,Denmark
10,Pool,Citybois,66237,Denmark
1,Felices los 4,Maluma,11937,Bolivia
2,Me Rehúso,Danny Ocean,7671,Bolivia
3,Hey DJ,CNCO,7006,Bolivia
4,Shape of You,Ed Sheeran,6275,Bolivia
5,Escápate Conmigo,Wisin,5909,Bolivia
6,Una Lady Como Tú,Manuel Turizo,5530,Bolivia
7,Despacito - Remix,Luis Fonsi,5088,Bolivia
8,Despacito (Featuring Daddy Yankee),Luis Fonsi,4961,Bolivia
9,Sigo Extrañándote,J Balvin,4929,Bolivia
10,El Amante,Nicky Jam,4906,Bolivia
1,Despacito - Remix,Luis Fonsi,47250,Poland
2,Shape of You,Ed Sheeran,39221,Poland
3,Attention,Charlie Puth,35174,Poland
4,Symphony (feat. Zara Larsson),Clean Bandit,33745,Poland
5,Thunder,Imagine Dragons,33609,Poland
6,There's Nothing Holdin' Me Back,Shawn Mendes,32995,Poland
7,Believer,Imagine Dragons,31043,Poland
8,I'm the One,DJ Khaled,30423,Poland
9,Malibu,Miley Cyrus,30394,Poland
10,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,29825,Poland
1,Despacito - Remix,Luis Fonsi,23774,Austria
2,OK,Robin Schulz,19143,Austria
3,There's Nothing Holdin' Me Back,Shawn Mendes,17964,Austria
4,I'm the One,DJ Khaled,17836,Austria
5,Thunder,Imagine Dragons,17654,Austria
6,Despacito (Featuring Daddy Yankee),Luis Fonsi,15972,Austria
7,Shape of You,Ed Sheeran,14679,Austria
8,Little Hollywood,Alle Farben,13857,Austria
9,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,13795,Austria
10,Attention,Charlie Puth,13121,Austria
1,I'm the One,DJ Khaled,24564,Portugal
2,HUMBLE.,Kendrick Lamar,21200,Portugal
3,Shape of You,Ed Sheeran,21139,Portugal
4,Despacito (Featuring Daddy Yankee),Luis Fonsi,20998,Portugal
5,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,20916,Portugal
6,Attention,Charlie Puth,20716,Portugal
7,Despacito - Remix,Luis Fonsi,20588,Portugal
8,There's Nothing Holdin' Me Back,Shawn Mendes,19475,Portugal
9,Unforgettable,French Montana,18307,Portugal
10,Amar pelos Dois,Salvador Sobral,17392,Portugal
1,Despacito - Remix,Luis Fonsi,389977,Sweden
2,More Than You Know,Axwell /\ Ingrosso,244900,Sweden
3,I'm the One,DJ Khaled,233871,Sweden
4,My Addiction,Joakim Lundell,210711,Sweden
5,Tårarna i halsen,Tjuvjakt,199503,Sweden
6,Tuesday,Burak Yeter,190621,Sweden
7,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,174280,Sweden
8,Shape of You,Ed Sheeran,165720,Sweden
9,First Time,Kygo,157963,Sweden
10,Friday Night,Vigiland,153208,Sweden
1,Felices los 4,Maluma,645931,Mexico
2,Me Rehúso,Danny Ocean,504593,Mexico
3,Escápate Conmigo,Wisin,338596,Mexico
4,Ahora Dice,Chris Jeday,304149,Mexico
5,Shape of You,Ed Sheeran,291880,Mexico
6,Despacito - Remix,Luis Fonsi,275822,Mexico
7,Hey DJ,CNCO,273863,Mexico
8,El Amante,Nicky Jam,264599,Mexico
9,Despacito (Featuring Daddy Yankee),Luis Fonsi,255475,Mexico
10,Sigo Extrañándote,J Balvin,255447,Mexico
1,Felices los 4,Maluma,9484,Panama
2,Ahora Dice,Chris Jeday,7968,Panama
3,Me Rehúso,Danny Ocean,7161,Panama
4,Escápate Conmigo,Wisin,7127,Panama
5,Báilame,Nacho,6652,Panama
6,Shape of You,Ed Sheeran,6409,Panama
7,Despacito - Remix,Luis Fonsi,5611,Panama
8,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,5414,Panama
9,Hey DJ,CNCO,5401,Panama
10,Tu Foto,Ozuna,5254,Panama
1,Felices los 4,Maluma,16320,Uruguay
2,Hey DJ,CNCO,11575,Uruguay
3,Ahora Dice,Chris Jeday,10833,Uruguay
4,Me Rehúso,Danny Ocean,10279,Uruguay
5,Escápate Conmigo,Wisin,9896,Uruguay
6,Shape of You,Ed Sheeran,9655,Uruguay
7,Despacito - Remix,Luis Fonsi,9401,Uruguay
8,Tu Foto,Ozuna,9294,Uruguay
9,SUBEME LA RADIO,Enrique Iglesias,8680,Uruguay
10,Despacito (Featuring Daddy Yankee),Luis Fonsi,8564,Uruguay
1,Despacito - Remix,Luis Fonsi,13778,Iceland
2,I'm the One,DJ Khaled,6835,Iceland
3,HUMBLE.,Kendrick Lamar,5837,Iceland
4,Fullir Vasar,Aron Can,4617,Iceland
5,Sign of the Times,Harry Styles,4557,Iceland
6,Ekki Seena,Attan,4478,Iceland
7,Shape of You,Ed Sheeran,4019,Iceland
8,Symphony (feat. Zara Larsson),Clean Bandit,3994,Iceland
9,Ár Eftir Ár,Herra Hnetusmjör,3867,Iceland
10,XO TOUR Llif3,Lil Uzi Vert,3816,Iceland
1,Felices los 4,Maluma,325982,Spain
2,Me Rehúso,Danny Ocean,270127,Spain
3,Me Enamoré,Shakira,228996,Spain
4,Despacito - Remix,Luis Fonsi,225724,Spain
5,SUBEME LA RADIO,Enrique Iglesias,211379,Spain
6,Shape of You,Ed Sheeran,194911,Spain
7,Ahora Dice,Chris Jeday,189759,Spain
8,Despacito (Featuring Daddy Yankee),Luis Fonsi,181489,Spain
9,Hey Ma (with Pitbull & J Balvin feat. Camila Cabello) - Spanish Version,Pitbull,178255,Spain
10,Hey DJ,CNCO,175151,Spain
1,Despacito - Remix,Luis Fonsi,12747,Czech Republic
2,Thunder,Imagine Dragons,11953,Czech Republic
3,Shape of You,Ed Sheeran,11148,Czech Republic
4,I'm the One,DJ Khaled,10070,Czech Republic
5,There for You,Martin Garrix,9472,Czech Republic
6,Symphony (feat. Zara Larsson),Clean Bandit,9307,Czech Republic
7,Something Just Like This,The Chainsmokers,8873,Czech Republic
8,There's Nothing Holdin' Me Back,Shawn Mendes,8849,Czech Republic
9,Stay (with Alessia Cara),Zedd,8206,Czech Republic
10,It Ain't Me (with Selena Gomez),Kygo,8017,Czech Republic
1,Despacito - Remix,Luis Fonsi,73110,Ireland
2,I'm the One,DJ Khaled,43856,Ireland
3,There's Nothing Holdin' Me Back,Shawn Mendes,39163,Ireland
4,Strip That Down,Liam Payne,38332,Ireland
5,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,36103,Ireland
6,Mama,Jonas Blue,34017,Ireland
7,Symphony (feat. Zara Larsson),Clean Bandit,33955,Ireland
8,Slow Hands,Niall Horan,31209,Ireland
9,Attention,Charlie Puth,30857,Ireland
10,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,30514,Ireland
1,Krantenwijk,Lil' Kleine,435583,Netherlands
2,Alleen,Lil' Kleine,280434,Netherlands
3,Come Again,Ronnie Flex,268078,Netherlands
4,4x Duurder,SBMG,242174,Netherlands
5,Despacito - Remix,Luis Fonsi,241315,Netherlands
6,I'm the One,DJ Khaled,216933,Netherlands
7,Halen & Trekken,Lil' Kleine,172348,Netherlands
8,Liegen Voor Jou,Lil' Kleine,167229,Netherlands
9,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,163777,Netherlands
10,Kleine Jongen,Lil' Kleine,153063,Netherlands
1,Despacito - Remix,Luis Fonsi,4385,Slovakia
2,Thunder,Imagine Dragons,4262,Slovakia
3,I'm the One,DJ Khaled,3440,Slovakia
4,There's Nothing Holdin' Me Back,Shawn Mendes,3165,Slovakia
5,There for You,Martin Garrix,3151,Slovakia
6,Shape of You,Ed Sheeran,3048,Slovakia
7,It Ain't Me (with Selena Gomez),Kygo,2900,Slovakia
8,Malibu,Miley Cyrus,2879,Slovakia
9,Symphony (feat. Zara Larsson),Clean Bandit,2875,Slovakia
10,Attention,Charlie Puth,2723,Slovakia
1,Felices los 4,Maluma,57405,Colombia
2,Me Rehúso,Danny Ocean,55931,Colombia
3,Una Lady Como Tú,Manuel Turizo,55525,Colombia
4,Shape of You,Ed Sheeran,48676,Colombia
5,Ahora Dice,Chris Jeday,45424,Colombia
6,Escápate Conmigo,Wisin,39969,Colombia
7,El Amante,Nicky Jam,37854,Colombia
8,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,36476,Colombia
9,Besándote,Piso 21,34846,Colombia
10,Sigo Extrañándote,J Balvin,34199,Colombia
1,Despacito - Remix,Luis Fonsi,73186,Singapore
2,Shape of You,Ed Sheeran,45989,Singapore
3,Attention,Charlie Puth,45553,Singapore
4,Something Just Like This,The Chainsmokers,41062,Singapore
5,I'm the One,DJ Khaled,39448,Singapore
6,Symphony (feat. Zara Larsson),Clean Bandit,35639,Singapore
7,There's Nothing Holdin' Me Back,Shawn Mendes,33298,Singapore
8,There for You,Martin Garrix,32630,Singapore
9,Stay (with Alessia Cara),Zedd,32291,Singapore
10,That's What I Like,Bruno Mars,30136,Singapore
1,Despacito - Remix,Luis Fonsi,99621,Indonesia
2,I'm the One,DJ Khaled,71903,Indonesia
3,Attention,Charlie Puth,66432,Indonesia
4,Symphony (feat. Zara Larsson),Clean Bandit,65871,Indonesia
5,Something Just Like This,The Chainsmokers,60137,Indonesia
6,Shape of You,Ed Sheeran,59526,Indonesia
7,There for You,Martin Garrix,54106,Indonesia
8,That's What I Like,Bruno Mars,52116,Indonesia
9,Good Life (with G-Eazy & Kehlani),G-Eazy,51195,Indonesia
10,Stay (with Alessia Cara),Zedd,49912,Indonesia
1,Felices los 4,Maluma,11731,Dominican Republic
2,Ahora Dice,Chris Jeday,10772,Dominican Republic
3,Escápate Conmigo,Wisin,8831,Dominican Republic
4,Me Rehúso,Danny Ocean,7827,Dominican Republic
5,Tu Foto,Ozuna,7618,Dominican Republic
6,La Última Vez,Anuel Aa,7282,Dominican Republic
7,Ayer,El Nene La amenaza,6383,Dominican Republic
8,Me Mata,Bad Bunny,6275,Dominican Republic
9,Shape of You,Ed Sheeran,6208,Dominican Republic
10,Despacito (Featuring Daddy Yankee),Luis Fonsi,5774,Dominican Republic
1,Despacito - Remix,Luis Fonsi,2806,Luxembourg
2,I'm the One,DJ Khaled,2056,Luxembourg
3,Despacito (Featuring Daddy Yankee),Luis Fonsi,1736,Luxembourg
4,Shape of You,Ed Sheeran,1724,Luxembourg
5,Unforgettable,French Montana,1699,Luxembourg
6,There's Nothing Holdin' Me Back,Shawn Mendes,1574,Luxembourg
7,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,1561,Luxembourg
8,Symphony (feat. Zara Larsson),Clean Bandit,1464,Luxembourg
9,Thunder,Imagine Dragons,1421,Luxembourg
10,Something Just Like This,The Chainsmokers,1420,Luxembourg
1,Despacito - Remix,Luis Fonsi,833361,United Kingdom
2,I'm the One,DJ Khaled,553648,United Kingdom
3,Unforgettable,French Montana,467133,United Kingdom
4,Strip That Down,Liam Payne,444108,United Kingdom
5,There's Nothing Holdin' Me Back,Shawn Mendes,405305,United Kingdom
6,Mama,Jonas Blue,398992,United Kingdom
7,Symphony (feat. Zara Larsson),Clean Bandit,370968,United Kingdom
8,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,364432,United Kingdom
9,Attention,Charlie Puth,358289,United Kingdom
10,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,338352,United Kingdom
1,Felices los 4,Maluma,14683,Paraguay
2,Escápate Conmigo,Wisin,11055,Paraguay
3,Me Rehúso,Danny Ocean,10577,Paraguay
4,Ahora Dice,Chris Jeday,9788,Paraguay
5,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,8835,Paraguay
6,Hey DJ,CNCO,8080,Paraguay
7,Shape of You,Ed Sheeran,7495,Paraguay
8,Si Tú La Ves,Nicky Jam,6845,Paraguay
9,Sigo Extrañándote,J Balvin,6784,Paraguay
10,Besándote,Piso 21,6378,Paraguay
1,Despacito - Remix,Luis Fonsi,261794,Australia
2,I'm the One,DJ Khaled,204225,Australia
3,HUMBLE.,Kendrick Lamar,170925,Australia
4,Shape of You,Ed Sheeran,142363,Australia
5,Strip That Down,Liam Payne,134519,Australia
6,There's Nothing Holdin' Me Back,Shawn Mendes,133984,Australia
7,Malibu,Miley Cyrus,131455,Australia
8,Symphony (feat. Zara Larsson),Clean Bandit,128914,Australia
9,Attention,Charlie Puth,123707,Australia
10,Slow Hands,Niall Horan,117955,Australia
1,Despacito - Remix,Luis Fonsi,4152,Latvia
