time_stamp,refrigerator,dish,kitchen,lighting,washer,microwave
0,69559.0,14.0,43569.0,41262.0,0.0,3800.0
1,68842.0,16.0,43479.0,41191.0,0.0,3800.0
2,6544.0,3.0,44465.0,54482.0,0.0,3737.0
3,71371.0,52.0,57127.0,112488.0,15.5,72666.0
4,80756.0,93.0,145772.0,231662.0,481.0,75437.0
5,5796.0,0.0,37954.0,2514.0,0.0,3568.0
6,70979.0,71.0,40080.0,89110.0,242.0,3748.0
7,71841.0,39.0,40091.0,92636.0,137.0,4500.0
8,6445.0,0.0,38047.0,2488.0,0.0,3572.0
9,70551.0,27.0,39038.0,2682.0,0.0,3656.0
10,37210.0,26.0,38507.0,2492.0,0.0,3417.0
11,38115.0,5.0,38631.0,2594.0,0.0,3620.0
12,69386.0,22.0,38848.0,2665.0,0.0,3656.0
13,5988.0,0.0,37868.0,2497.0,0.0,3568.0
14,70021.0,32.0,38849.0,2669.0,0.0,3648.0
15,66238.0,26.0,38790.0,2664.0,3.0,3644.0
16,10285.0,1.0,37888.0,2494.0,0.0,3572.0
17,70593.0,37.0,39832.0,55484.0,0.0,3783.0
18,27377.0,16.0,40292.0,40067.0,0.0,3799.0
19,49485.0,8.0,40168.0,40792.0,0.0,3800.0
20,69673.0,28.0,39916.0,40822.0,0.0,3800.0
21,6488.0,0.0,40031.0,40908.0,0.0,3800.0
22,69135.0,20.0,40817.0,41159.0,0.0,3796.0
23,54020.0,19.0,40310.0,41193.0,0.0,3800.0
