time_stamp,refrigerator,dish,kitchen,lighting,washer,microwave
0,6112.0,0.0,39719.0,74087.0,0.0,3532.0
1,70624.0,32.0,42579.0,79938.0,0.0,3800.0
2,6560.0,0.0,42032.0,79577.0,0.0,3796.0
3,69688.0,30.0,42027.0,79419.0,0.0,3800.0
4,41286.0,26.0,42049.0,78681.0,1.0,3796.0
5,44855.0,22.0,131481.0,127219.0,392411.5,27258.0
6,74147.0,82.0,70559.0,95069.0,1426957.0,83445.0
7,5501.0,0.0,73927.0,1839.0,0.0,3564.0
8,82293.0,50.0,61394.0,100437.0,0.0,4128.0
9,70888.0,252.0,196862.0,156144.0,102.5,598178.0
10,47132.0,248.0,159025.0,96356.0,102.5,900333.0
11,92790.0,394.0,888975.0,67319.0,2.5,377885.0
12,61463.0,49.0,56062.0,69720.0,0.0,4063.0
13,103258.0,560571.0,56119.0,26019.0,454.0,3933.0
14,6044.0,418015.0,43847.0,88776.0,271.0,73868.0
15,103796.0,42.0,46122.0,144533.0,15.0,3886.0
16,6237.0,1.0,71388.0,145136.0,0.0,20924.0
17,101965.0,155.0,159376.0,165122.0,6.0,16439.0
18,6168.0,0.0,43215.0,85934.0,0.0,3803.0
19,88027.0,79.0,42216.0,77697.0,2.0,3796.0
20,39492.0,34.0,42316.0,78698.0,1.0,3806.0
21,44400.0,18.0,42202.0,78706.0,2.0,3796.0
22,75536.0,48.0,41997.0,79058.0,2.0,3800.0
23,6422.0,0.0,41902.0,78737.0,0.0,3796.0
