time_stamp,refrigerator,dish,kitchen,lighting,washer,microwave
0,50493.0,25.0,41504.0,79086.0,0.0,3796.0
1,6578.0,1.0,41565.0,78910.0,0.0,3800.0
2,53434.0,24.0,41642.0,79416.0,0.0,3796.0
3,47163.0,13.0,41446.0,71667.0,0.0,3780.0
4,57830.0,44.0,41254.0,156872.0,356.0,3806.0
5,54320.0,84.0,49260.0,308904.0,790.5,50603.0
6,138777.0,524.0,230712.0,115628.0,3.0,36997.0
7,106790.0,324.0,95273.0,89814.0,130847.0,3939.0
8,57833.0,62.0,70087.0,70783.0,112094.0,66045.0
9,38298.0,343.0,62651.0,70641.0,1470114.0,46861.0
10,39921.0,67.0,39626.0,23628.0,12.5,81604.0
11,59083.0,37.0,39712.0,2589.0,0.0,3632.0
12,58660.0,27.0,39486.0,2592.0,0.0,3636.0
13,45265.0,28.0,134426.0,2720.0,33.0,29089.0
14,58346.0,35.0,38845.0,2651.0,0.0,3640.0
15,16150.0,25.0,38378.0,2788.0,242345.0,3577.0
16,46239.0,32.0,41415.0,179242.0,0.0,3901.0
17,96110.0,194908.0,50052.0,160624.0,1447440.5,3753.0
18,55114.0,691264.0,42505.0,95806.0,391586.5,3857.0
19,52145.0,230687.0,41961.0,99766.0,200.0,4148.0
20,27469.0,2.0,41878.0,101480.0,0.0,4191.0
21,66744.0,17.0,41475.0,72920.0,3.0,4018.0
22,66769.0,29.0,41324.0,41258.0,0.0,3800.0
23,52479.0,24.0,41663.0,41116.0,0.0,3796.0
