time_stamp,refrigerator,dish,kitchen,lighting,washer,microwave
0,65842.0,38.0,42876.0,79324.0,16.0,3800.0
1,6598.0,0.0,42786.0,79066.0,0.0,3800.0
2,63714.0,19.0,43125.0,79371.0,16.0,3796.0
3,62152.0,27.0,43026.0,78957.0,9.0,3800.0
4,73525.0,33.0,137093.0,101660.0,0.0,51190.0
5,6135.0,1.0,108329.0,205184.0,233.0,60083.0
6,75701.0,11.0,65907.0,46544.0,1.0,39337.0
7,47875.0,12.0,46125.0,20852.0,0.0,3595.0
8,24006.0,268.0,127146.0,65570.0,145924.0,25688.0
9,66115.0,643.0,618111.0,66387.0,1010254.0,142241.0
10,50033.0,200.0,219830.0,115691.0,1088714.0,32409.0
11,62108.0,267.0,47848.0,76402.0,1857414.0,3667.0
12,53078.0,72.0,97642.0,53574.0,523967.5,3708.0
13,72065.0,102.0,54088.0,26727.0,70591.0,25776.0
14,8261.0,144.0,55400.0,2369.0,80589.0,34642.0
15,61358.0,30.0,63894.0,19702.0,3.0,3708.0
16,71947.0,148.0,50476.0,107128.0,2.5,128746.0
17,62177.0,82.0,41123.0,117906.0,0.0,3822.0
18,17257.0,28.0,41081.0,118075.0,0.0,3859.0
19,49530.0,139710.0,78244.0,114960.0,181.0,3952.0
20,56348.0,713301.0,61916.0,88694.0,966.0,3675.0
21,58350.0,213977.0,42106.0,77752.0,154.0,3780.0
22,31415.0,19.0,42172.0,79293.0,0.0,3796.0
23,32387.0,5.0,42138.0,79678.0,0.0,3800.0
