time_stamp,refrigerator,dish,kitchen,lighting,washer,microwave
0,18522.0,14.0,42149.0,78424.0,0.0,3800.0
1,50033.0,7.0,42478.0,78429.0,0.0,3800.0
2,59947.0,12.0,42158.0,78375.0,0.0,3796.0
3,40159.0,30.0,42183.0,112851.0,10.0,3838.0
4,83113.0,38.0,153959.0,250483.0,571.0,181152.0
5,75814.0,26.0,128835.0,87664.0,0.0,46618.0
6,5736.0,2.0,39370.0,79861.0,272.0,3640.0
7,91565.0,196831.0,41151.0,70962.0,170.5,73305.0
8,62373.0,432324.0,41395.0,2177.0,225.0,3780.0
9,5609.0,4700.0,38594.0,2475.0,0.0,3572.0
10,85366.0,37.0,39738.0,2689.0,0.0,3672.0
11,63000.0,27.0,39430.0,2645.0,0.0,3644.0
12,5935.0,1.0,38570.0,2513.0,0.0,3564.0
13,81407.0,26.0,39697.0,2693.0,0.0,3664.0
14,51112.0,153.0,39091.0,2670.0,0.0,3608.0
15,177316.0,425.0,40590.0,2996.0,0.0,3736.0
16,39669.0,4.0,61875.0,127575.0,0.0,74752.0
17,78215.0,15.0,41101.0,127367.0,0.0,3825.0
18,5887.0,1.0,41385.0,120513.0,0.0,74708.0
19,77675.0,27.0,41039.0,77136.0,4.0,3796.0
20,37789.0,13.0,40356.0,78602.0,0.0,3800.0
21,42165.0,7.0,40221.0,79021.0,0.0,3796.0
22,73866.0,34.0,40329.0,79533.0,2.5,3800.0
23,6471.0,0.0,40543.0,77757.0,0.0,3724.0
