time_stamp,refrigerator,dish,kitchen,lighting,washer,microwave
0,70108.0,19.0,61180.0,79112.0,36.5,3804.0
1,36782.0,31.0,62464.0,78893.0,40.0,3796.0
2,40617.0,2.0,66436.0,82239.0,37.0,3800.0
3,67772.0,58.0,189043.0,160745.0,25.5,104296.0
4,40996.0,18.0,71773.0,157108.0,12.0,3978.0
5,40398.0,16.0,75683.0,122499.0,307.5,100212.0
6,46086.0,12.0,70507.0,8489.0,7.0,3752.0
7,63802.0,30.0,55415.0,2444.0,2.0,3644.0
8,60567.0,30.0,40846.0,2607.0,0.0,3636.0
9,29941.0,13.0,40297.0,2532.0,0.0,3596.0
10,36603.0,5.0,40798.0,2561.0,0.0,3612.0
11,60499.0,24.0,40940.0,2618.0,0.0,3640.0
12,60668.0,24.0,40876.0,2604.0,0.0,3632.0
13,62177.0,27.0,40885.0,2646.0,0.0,3640.0
14,7656.0,5.0,41200.0,5690.0,0.0,3584.0
15,62933.0,16.0,88756.0,44093.0,33.0,3800.0
16,65480.0,23.0,93829.0,102680.0,5.0,72811.0
17,76729.0,112.0,59317.0,131895.0,49.0,3932.0
18,185497.0,487.0,42817.0,203681.0,218.0,3901.0
19,27551.0,1.0,42660.0,203900.0,7.0,4004.0
20,75950.0,462863.0,41651.0,102459.0,676.0,3589.0
21,66053.0,563353.0,43890.0,74987.0,606.0,3724.0
22,6529.0,84387.0,43032.0,78753.0,4.0,3800.0
23,67811.0,31.0,43041.0,79184.0,21.0,3800.0
