time_stamp,refrigerator,dish,kitchen,lighting,washer,microwave
0,10573.0,2.0,41722.0,40946.0,0.0,3800.0
1,64557.0,24.0,41802.0,41219.0,2.5,3800.0
2,54602.0,21.0,122413.0,71993.0,4.0,3726.0
3,31611.0,51.0,88873.0,153766.0,2.0,98104.0
4,48574.0,59.0,58002.0,129395.0,122.0,60801.0
5,43555.0,53.0,42576.0,202446.0,608.5,52372.0
6,62047.0,103.0,39270.0,3916.0,0.0,3648.0
7,53984.0,68.0,39138.0,2649.0,0.0,3632.0
8,5568.0,0.0,38315.0,2524.0,0.0,3568.0
9,59684.0,107.0,39087.0,2670.0,2.0,3636.0
10,53315.0,75.0,38859.0,2649.0,0.0,3632.0
11,57982.0,86.0,38869.0,2664.0,0.0,3632.0
12,53028.0,78.0,38684.0,2649.0,0.0,3624.0
13,35080.0,69.0,38615.0,2612.0,0.0,3612.0
14,27566.0,28.0,40787.0,2606.0,0.0,3592.0
15,60812.0,91.0,76686.0,84511.0,0.0,62875.0
16,118495.0,264.0,78889.0,129913.0,0.0,245873.0
17,102889.0,167910.0,45094.0,120458.0,116.0,35385.0
18,188661.0,679134.0,42659.0,114698.0,314.0,3702.0
19,79873.0,189703.0,44048.0,94981.0,50.0,3820.0
20,79477.0,21.0,43515.0,79497.0,4.0,3799.0
21,71790.0,17.0,43481.0,72119.0,1.0,3800.0
22,58382.0,20.0,43513.0,41168.0,2.5,3800.0
23,16710.0,2.0,43689.0,40896.0,0.0,3796.0
