time_stamp,refrigerator,dish,kitchen,lighting,washer,microwave
6,3563.0,113.0,31959.0,98552.0,4.5,2662.0
7,134014.0,425.0,42840.0,96306.0,36.0,27448.0
8,116762.0,8.0,41431.0,78320.0,2.5,75297.0
9,54328.0,10.0,40392.0,45597.0,0.0,3732.0
10,46438.0,8.0,39124.0,2409.0,0.0,3620.0
11,46377.0,5.0,102872.0,2807.0,32.5,25930.0
12,60233.0,24.0,142038.0,4567.0,0.0,3935.0
13,55216.0,22.0,53574.0,106578.0,0.0,75016.0
14,64486.0,16.0,70114.0,104602.0,4.0,3976.0
15,56097.0,273.0,477208.0,109004.0,2.0,51595.0
16,5820.0,213.0,320835.0,123866.0,4.0,223458.0
17,66865.0,552467.0,67207.0,124689.0,658.0,19687.0
18,56326.0,470791.0,65031.0,124930.0,367.0,3829.0
19,23852.0,83603.0,46829.0,135491.0,3.0,4048.0
20,60451.0,49.0,128587.0,107900.0,0.0,4142.0
21,57728.0,14.0,46952.0,79413.0,0.0,3800.0
22,49928.0,8.0,43284.0,79179.0,0.0,3800.0
23,39973.0,6.0,43122.0,79126.0,0.0,3800.0
