time_stamp,refrigerator,dish,kitchen,lighting,washer,microwave
0,35293.0,17.0,41130.0,80043.0,0.0,3800.0
1,49244.0,37.0,41012.0,80006.0,0.0,3798.0
2,45686.0,24.0,41167.0,79775.0,0.0,3800.0
3,49032.0,34.0,40445.0,38230.0,0.0,3736.0
4,44394.0,26.0,39121.0,2503.0,0.0,3624.0
5,33857.0,25.0,133943.0,160523.0,436.0,96687.0
6,17670.0,4.0,41808.0,142517.0,101.0,3864.0
7,50569.0,40.0,42315.0,117089.0,0.0,27531.0
8,47129.0,54.0,64900.0,115753.0,0.0,36334.0
9,76512.0,521974.0,201993.0,113467.0,724.0,61070.0
10,42867.0,458076.0,95791.0,113256.0,541.0,3795.0
11,64552.0,82970.0,162054.0,115580.0,8380.0,4217.0
12,44765.0,283.0,46262.0,30438.0,146857.0,3676.0
13,63487.0,60.0,43983.0,30105.0,607908.0,3654.0
14,187888.0,374.0,50216.0,47048.0,1246186.0,3768.0
15,65212.0,7.0,41010.0,2603.0,0.0,3652.0
16,58728.0,18.0,41002.0,2588.0,0.0,3636.0
17,27865.0,3.0,40332.0,2482.0,0.0,3600.0
18,76939.0,33.0,41125.0,2606.0,0.0,3664.0
19,5709.0,4.0,39896.0,2450.0,0.0,3572.0
20,74960.0,60.0,50410.0,70253.0,613045.0,89872.0
21,37343.0,74.0,42103.0,79265.0,0.0,3800.0
22,44248.0,11.0,41952.0,81768.0,0.0,3796.0
23,72828.0,44.0,42202.0,79670.0,5.0,3800.0
