time_stamp,refrigerator,dish,kitchen,lighting,washer,microwave
0,32550.0,10.0,40500.0,77860.0,0.0,3800.0
1,61158.0,42.0,40354.0,77717.0,1.0,3800.0
2,46067.0,29.0,40335.0,77469.0,0.0,3800.0
3,6402.0,0.0,40230.0,77045.0,0.0,3800.0
4,66197.0,56.0,151831.0,93018.0,9.5,26044.0
5,47812.0,31.0,39320.0,1016.0,11.0,3628.0
6,60416.0,50.0,39259.0,1046.0,0.0,3632.0
7,50862.0,41.0,39477.0,980.0,0.0,3632.0
8,5846.0,0.0,38533.0,899.0,0.0,3564.0
9,66707.0,76.0,39614.0,1044.0,0.0,3648.0
10,50881.0,55.0,39561.0,1010.0,0.0,3628.0
11,10812.0,11.0,38815.0,912.0,0.0,3572.0
12,61061.0,47.0,39445.0,1037.0,0.0,3640.0
13,54130.0,52.0,39244.0,1017.0,0.0,3624.0
14,62004.0,71.0,38258.0,1009.0,0.0,3472.0
15,10050.0,2.0,38639.0,906.0,0.0,3576.0
16,60243.0,69.0,39338.0,1031.0,0.0,3640.0
17,68648.0,67.0,63245.0,146653.0,0.0,70246.0
18,5986.0,0.0,70563.0,147310.0,1.0,3814.0
19,64221.0,71.0,53082.0,76219.0,1.0,3768.0
20,64973.0,58.0,44395.0,76913.0,34.0,3780.0
21,6527.0,0.0,42263.0,76656.0,0.0,3756.0
22,64888.0,62.0,42127.0,77238.0,32.0,3768.0
23,57104.0,52.0,41982.0,77249.0,29.0,3768.0
