time_stamp,refrigerator,dish,kitchen,lighting,washer,microwave
0,45276.0,44.0,41630.0,39969.0,0.0,3800.0
1,44735.0,48.0,41783.0,39797.0,0.0,3792.0
2,44657.0,51.0,41570.0,39643.0,0.0,3804.0
3,43196.0,54.0,41544.0,57281.0,0.0,3800.0
4,53318.0,63.0,170965.0,87804.0,0.0,50792.0
5,44276.0,35.0,60053.0,100238.0,0.0,51989.0
6,47463.0,52.0,41705.0,61517.0,0.0,4564.0
7,42820.0,31.0,40288.0,148466.0,269.0,4426.0
8,41754.0,84.0,43418.0,229767.0,421243.5,4086.0
9,49836.0,44.0,189940.0,232359.0,369296.0,51421.0
10,50688.0,32.0,40142.0,233870.0,316.0,4274.0
11,46070.0,30.0,40115.0,234649.0,308.0,4441.0
12,50092.0,70.0,40101.0,197030.0,62.0,4381.0
13,46031.0,54.0,40257.0,83935.0,0.0,4360.0
14,50424.0,88.0,40377.0,61985.0,0.0,4354.0
15,24807.0,59.0,40602.0,101908.0,0.0,4346.0
16,86395.0,153.0,44017.0,104253.0,0.0,4252.0
17,65966.0,267622.0,40726.0,113541.0,146.5,50075.0
18,58429.0,148269.0,40386.0,106795.0,152.0,71691.0
19,57807.0,22.0,39987.0,132337.0,0.0,4149.0
20,60842.0,26.0,39536.0,143880.0,0.0,4366.0
21,55789.0,91.0,39944.0,141563.0,0.0,40499.0
22,54273.0,46.0,39632.0,66049.0,4.0,4021.0
23,27280.0,21.0,39536.0,39777.0,0.0,3800.0
