time_stamp,refrigerator,dish,kitchen,lighting,washer,microwave
0,6622.0,0.0,57174.0,40892.0,0.0,3800.0
1,82249.0,52.0,54816.0,41365.0,2.0,3804.0
2,55763.0,25.0,52699.0,41312.0,0.0,3800.0
3,6603.0,1.0,53115.0,45205.0,0.0,3800.0
4,75956.0,78.0,208643.0,327617.0,583.0,93322.0
5,179525.0,648.0,44096.0,97410.0,29.0,32735.0
6,85876.0,75.0,51268.0,66577.0,2.5,29798.0
7,71911.0,201.0,592835.0,72626.0,5.0,37052.0
8,16171.0,72.0,124255.0,74515.0,10.0,65091.0
9,72028.0,34.0,102472.0,72259.0,0.0,4790.0
10,41887.0,46.0,53219.0,72594.0,0.0,4606.0
11,46697.0,15.0,60184.0,72045.0,0.0,4624.0
12,37362.0,39.0,42359.0,71794.0,0.0,4484.0
13,50343.0,15.0,41862.0,71961.0,0.0,4435.0
14,73911.0,476786.0,40559.0,71103.0,398.0,4181.0
15,68277.0,573212.0,77719.0,103326.0,577.0,3946.0
16,85926.0,84690.0,712447.0,120819.0,4.0,253074.0
17,58152.0,54.0,65781.0,100012.0,2.5,179576.0
18,49834.0,43.0,42945.0,74624.0,0.0,4131.0
19,45906.0,52.0,112045.0,93340.0,3.0,4577.0
20,54001.0,57.0,41040.0,41549.0,2.5,3800.0
21,65322.0,63.0,40988.0,41480.0,0.0,3800.0
22,43945.0,53.0,40904.0,43731.0,2.0,3800.0
23,38956.0,39.0,40925.0,41232.0,0.0,3800.0
