employer,num_workers
"NATIONAL INSTITUTES OF HEALTH, HHS",342
JOHNS HOPKINS UNIVERSITY,208
UNIVERSITY OF MARYLAND COLLEGE PARK,201
THE JOHNS HOPKINS UNIVERSITY,192
ACCENTURE LLP,158
AKVARR INC,144
INFOSYS LIMITED,136
"INOVALON, INC.",133
HUGHES NETWORK SYSTEMS LLC,121
TATA CONSULTANCY SERVICES LIMITED,111
"UNIVERSITY OF MARYLAND, BALTIMORE",106
WIPRO LIMITED,106
NORTHSTAR GROUP INC,105
BALTIMORE CITY PUBLIC SCHOOLS,103
CAPGEMINI AMERICA INC,102
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,94
"CLIENT NETWORK SERVICES, INC.",86
"HCL AMERICA, INC.",79
IBM INDIA PRIVATE LIMITED,76
CLIENT SOFTWARE SERVICES LLC,62
SCEPTER TECHNOLOGIES INC,62
"T. ROWE PRICE ASSOCIATES, INC.",60
"UNIFY SOLUTIONS, INC.",55
"FOOD AND DRUG ADMINISTRATION, HHS",54
INTERNATIONAL SOFTWARE SYSTEMS INC,53
"KELLY SERVICES, INC.",50
"HERITAGE CARE, INC.",48
VAYUSOFT SOLUTIONS INC.,47
POPULUS GROUP LLC,44
TECKPROS LLC,41
OPERATING SYSTEM SERVICES INC.,40
"COMPUNNEL SOFTWARE GROUP, INC.",40
"QUALITY SOFTWARE SERVICES, INC.",39
I-9 TECHNOLOGIES INC,39
EZENIUS INC,39
"MEDIMMUNE, LLC",37
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",37
MINDTREE LIMITED,36
IGATE TECHNOLOGIES INC.,36
DELOITTE CONSULTING LLP,35
AMERIINFO INC,35
"MEDICAL SCIENCE & COMPUTING, LLC",33
ERNST & YOUNG U.S. LLP,32
"TECH MAHINDRA (AMERICAS),INC.",32
"ZIONE SOLUTIONS, LLC.",32
"LEIDOS BIOMEDICAL RESEARCH, INC.",31
VEDICSOFT SOLUTIONS LLC,30
"FEI.COM, INC.",30
IKON SOFTWARE SERVICES,30
VALSATECH CORP,29
"EXELON BUSINESS SERVICES COMPANY, LLC",28
"BILL ME LATER, INC.",26
OTM LABS INC.,25
LARSEN & TOUBRO INFOTECH LIMITED,25
SYNTEL CONSULTING INC.,25
"HH MEDSTAR HEALTH, INC.",25
THE HENRY M. JACKSON FOUNDATION,25
"STANLEY BLACK & DECKER, INC.",24
SPARKSOFT CORPORATION,24
"CISCO SYSTEMS, INC.",23
"VISITING NURSE ASSOCIATION OF MARYLAND, LLC",23
"LAUREATE EDUCATION, INC.",23
"HEXAWARE TECHNOLOGIES, INC.",23
"THE BOSTON CONSULTING GROUP, INC.",23
