employer,num_workers
INFOSYS LIMITED,715
CAPGEMINI AMERICA INC,695
ACCENTURE LLP,585
"GSS INFOTECH CT, INC.",403
TATA CONSULTANCY SERVICES LIMITED,402
LARSEN & TOUBRO INFOTECH LIMITED,366
YALE UNIVERSITY,280
WIPRO LIMITED,275
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,179
LARSEN AND TOUBRO INFOTECH LIMITED,146
"TECH MAHINDRA (AMERICAS),INC.",136
BIRLASOFT INC,134
IGATE TECHNOLOGIES INC.,124
UNIVERSITY OF CONNECTICUT,115
"FACTSET RESEARCH SYSTEMS, INC.",93
"TALENT IT SERVICES, INC.",86
DELOITTE CONSULTING LLP,83
IBM INDIA PRIVATE LIMITED,83
"CYIENT, INC.",78
ERNST & YOUNG U.S. LLP,71
"GRANDISON MANAGEMENT, INC.",63
"AQR CAPITAL MANAGEMENT, LLC",63
"MAGANTI IT RESOURCES, LLC",58
"VLINK,  INC.",57
TORANA INC,53
"BRIDGEWATER ASSOCIATES, LP",49
"SAGARSOFT, INC",47
"TECH MAHINDRA (AMERICAS), INC.",47
"HCL AMERICA, INC.",44
L&T TECHNOLOGY SERVICES LIMITED,43
CIGNA HEALTH AND LIFE INSURANCE COMPANY,42
PRICELINE.COM LLC,42
GENPACT LLC,36
"BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.",36
WEBILENT TECHNOLOGY INC,36
HARTFORD FIRE INSURANCE COMPANY,36
UBS SERVICES LLC,35
"GARTNER, INC.",34
BIOINFO SYSTEMS LLC,34
CGI TECHNOLOGIES AND SOLUTIONS INC.,33
JEAN MARTIN INC,32
"INFOWAVE SYSTEMS, INC",27
THE TRAVELERS INDEMNITY COMPANY,27
"AIG EMPLOYEE SERVICES, INC.",27
NIIT TECHNOLOGIES LIMITED,26
"ANTHEM, INC.",26
UNIVERSITY OF CONNECTICUT HEALTH CENTER,26
UST GLOBAL INC,26
RBS SECURITIES INC.,25
SCIOINSPIRE CORPORATION,25
SDG CORPORATION,24
