employer,num_workers
MICROSOFT CORPORATION,4172
AMAZON CORPORATE LLC,1948
INFOSYS LIMITED,1565
"HCL AMERICA, INC.",486
DIVENSI INC.,389
ACCENTURE LLP,356
"TECH MAHINDRA (AMERICAS),INC.",348
AZIMETRY INC.,339
WIPRO LIMITED,319
"EXPEDIA, INC.",267
"T-MOBILE USA, INC.",250
GOOGLE INC.,223
TATA CONSULTANCY SERVICES LIMITED,217
UNIVERSITY OF WASHINGTON,194
"AMAZON WEB SERVICES, INC.",179
CAPGEMINI AMERICA INC,151
CODESMART INC.,144
BATTELLE MEMORIAL INSTITUTE,125
MINDTREE LIMITED,121
"TECH MAHINDRA (AMERICAS), INC.",110
"FACEBOOK, INC.",105
DELOITTE CONSULTING LLP,103
WASHINGTON STATE UNIVERSITY,96
C2S TECHNOLOGIES INC,95
STARBUCKS COFFEE COMPANY,95
FRED HUTCHINSON CANCER RESEARCH CENTER,90
UST GLOBAL INC,86
"AKVELON, INC.",84
UST GLOBAL INC.,82
ADITI TECHNOLOGIES PVT. LTD.,79
INSPIRAGE LLC,77
"SONATA SOFTWARE NORTH AMERICA, INC.",77
IBM INDIA PRIVATE LIMITED,68
OSLO SOLUTIONS LLC,68
"CYIENT, INC.",67
ERICSSON INC.,64
ERNST & YOUNG U.S. LLP,60
"FORECAST MANAGEMENT SOLUTIONS,INC",59
"NORDSTROM, INC.",58
"PROKARMA, INC.",58
"CONCUR TECHNOLOGIES, INC.",57
EMC CORPORATION,55
BATTELLE,55
TECH MAHINDRA (AMERICAS) INC.,55
"AMAZON CORPORATE, LLC",53
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,52
PEOPLE TECH GROUP INC.,51
EBAY INC.,51
THRIVESOFT INC,49
"BRILLIO, LLC",49
"SCHWEITZER ENGINEERING LABORATORIES, INC.",48
"ZILLOW, INC.",47
"CIBER, INC.",44
"KONKASOFT, LLC",44
AZMETRY INC.,42
"ORACLE AMERICA, INC.",41
"TABLEAU SOFTWARE, INC.",40
ZEN3 INFOSOLUTIONS AMERICA INC.,38
DELOITTE & TOUCHE LLP,38
"HORIZON CONSULTING, INC.",37
"NTT DATA, INC.",37
"ZULILY, LLC",36
INTEL CORPORATION,36
APPLEXUS TECHNOLOGIES LLC,35
BEYONDSOFT CONSULTING INC.,32
PACTERA TECHNOLOGIES INC.,32
"NAGARRO, INC.",30
"GROUPON, INC.",30
"V-SOFT CONSULTING GROUP, INC",30
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",29
SALESFORCE.COM INC.,28
"SLALOM, LLC",28
SOLGENIE TECHNOLOGIES INC.,28
"AT&T SERVICES, INC.",28
ADISYS CORPORATION,27
"EDIFECS, INC.",27
"UBER TECHNOLOGIES, INC.",26
RAMP TECHNOLOGY GROUP LLC,26
CYBERSOURCE CORPORATION,26
"SAMSUNG ELECTRONICS AMERICA, INC.",26
"VMWARE, INC.",24
"SOUTH SOUND INPATIENT PHYSICIANS, PLLC",24
"F5 NETWORKS, INC.",23
"BLACKROCK FINANCIAL MANAGEMENT, INC.",23
ARICENT TECHNOLOGIES (HOLDINGS) LTD.,22
CANDOR INFOTECH RECRUITING,22
ADOBE SYSTEMS INCORPORATED,22
"FUJITSU AMERICA, INC.",22
"GLOBALLOGIC,INC.",22
L&T TECHNOLOGY SERVICES LIMITED,22
NEXIUS INSIGHT INC.,22
IGATE TECHNOLOGIES INC.,21
HITACHI CONSULTING CORPORATION,21
ALSTOM GRID LLC,21
"GODADDY.COM, LLC",21
BILL & MELINDA GATES FOUNDATION,21
"QUMULO, INC.",21
AR SOLUTIONS INC,20
SEATTLE CHILDREN'S HOSPITAL,20
KADLEC REGIONAL MEDICAL CENTER,20
"SOFTWARE CONSULTING SOLUTIONS, LLC",20
WINTEL SOLUTIONS LLC,20
"AKVELON SOFTWARE OUTSOURCING, LLC",20
"HORIZONSOFTSOLUTIONS, INC",19
PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,19
REDFIN CORPORATION,19
"WICRESOFT NORTH AMERICA CO., LTD.",19
FLEXASOFT LLC,19
"COMPUNNEL SOFTWARE GROUP, INC.",19
POPULUS GROUP LLC,19
CYBAGE SOFTWARE INC,19
"SEATTLE GENETICS, INC.",18
"ILINK SYSTEMS, INC.",18
KPMG LLP,18
PACCAR INC,18
TECHNO MINDS LLC,18
