employer,num_workers
INFOSYS LIMITED,480
UNIVERSITY OF COLORADO,316
WIPRO LIMITED,298
TATA CONSULTANCY SERVICES LIMITED,239
CAPGEMINI AMERICA INC,148
DELOITTE CONSULTING LLP,114
IBM INDIA PRIVATE LIMITED,98
ACCENTURE LLP,95
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,91
DISH NETWORK LLC,84
"ARROW ELECTRONICS, INC.",74
"PROKARMA, INC.",73
"HCL AMERICA, INC.",68
DENVER PUBLIC SCHOOLS DISTRICT 1,63
ECHOSTAR TECHNOLOGIES LLC,57
COLORADO STATE UNIVERSITY,56
THE ALLIANCE FOR SUSTAINABLE ENERGY LLC,48
"ORACLE AMERICA, INC.",46
IGATE TECHNOLOGIES INC.,44
MPHASIS CORPORATION,42
L&T TECHNOLOGY SERVICES LIMITED,42
GLOBALCLICK LLC,42
"COMCAST CABLE COMMUNICATIONS, LLC",37
"ARKSTEK, INC.",36
"TECH MAHINDRA (AMERICAS),INC.",35
KPMG LLP,34
CITIUSTECH INC,33
AUREUS TECHSYSTEMS LLC,32
"INOVANT, LLC",32
"LEVEL 3 COMMUNICATIONS, LLC",31
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",29
NEWMONT INTERNATIONAL SERVICES LIMITED,25
SYNTEL CONSULTING INC.,25
"EXPERIS US, INC.",25
UNIVERSITY OF DENVER,24
SATURN TECH LLC,24
UNIVERSITY CORPORATION FOR ATMOSPHERIC RESEARCH,23
INTEL CORPORATION,22
IBM CORPORATION,21
TRIMBLE NAVIGATION LIMITED,21
COLORADO SCHOOL OF MINES,19
TECHNOSOFT CORPORATION,19
"QUALCOMM TECHNOLOGIES, INC.",19
XAVIENT INFORMATION SYSTEMS INC.,19
"COMPUNNEL SOFTWARE GROUP, INC.",18
"IGT SOLUTIONS, INC.",18
"NCS PEARSON, INC.",17
"PARKVIEW MEDICAL CENTER, INC.",17
"SWIFT BEEF COMPANY, A JBS USA SUBSIDIARY",17
"ITRANSITION, INC",17
SEAGATE US LLC,16
GOOGLE INC.,16
"GLOBAL DATA MART, INC",16
"W/H/I/P SYSTEMS, LLC D/B/A AROGHIA GROUP, LLC",16
HEWLETT PACKARD ENTERPRISE COMPANY,16
"PERFICIENT, INC.",16
LARSEN & TOUBRO INFOTECH LIMITED,16
"NETAPP, INC.",15
"ENTERPRISE IT RESOURCES, INC",15
"CHARLES SCHWAB AND COMPANY, INC.",15
CITIUSTECH INC.,15
GLOBAL DATA MART INC.,14
"V-SOFT CONSULTING GROUP, INC",14
"MARKIT ON DEMAND, INC.",14
EMC CORPORATION,14
SUNTEC BUSINESS SOLUTIONS PRIVATE LIMITED,13
LEPRINO FOODS COMPANY,13
DATAVAIL CORPORATION,13
VIRTUSA CORPORATION,13
QWEST CORPORATION,12
"TRIZETTO CORPORATION, A COGNIZANT COMPANY",12
"DIKSHA TECHNOLOGIES, LLC",12
MURPHY-BROWN LLC,12
SYSTEM SOFT TECHNOLOGIES LLC,11
PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,11
"LSI CORPORATION, AN AVAGO TECHNOLOGIES COMPANY",11
UST GLOBAL INC.,11
DELOITTE TAX LLP,10
"CA, INC.",10
WWF OPERATING COMPANY,10
"EVEREST CONSULTING GROUP, INC.,",10
DELOITTE & TOUCHE LLP,10
JANUS MANAGEMENT HOLDINGS CORPORATION,10
UST GLOBAL INC,10
"CYIENT, INC.",10
CYPRESS SEMICONDUCTOR CORPORATION,10
"NTT DATA, INC.",10
"TERUMO BCT, INC.",10
"MICRON TECHNOLOGY, INC.",9
PANDIT VIEW SOFTWARE LLC,9
"WESTERN UNION, LLC",9
"TECH MAHINDRA (AMERICAS), INC.",9
INNOVATIVE INTELLIGENT SOLUTIONS LLC,9
"PYRAMID TECHNOLOGY SOLUTIONS, INC",9
GREAT-WEST LIFE & ANNUITY INSURANCE COMPANY,9
NATIONAL JEWISH HEALTH,9
"DAVITA, INC.",8
"CHARTER COMMUNICATIONS, INC.",8
TECHNOLOGY PEOPLE INC,8
