employer,num_workers
"TECH MAHINDRA (AMERICAS),INC.",820
CERNER CORPORATION,689
INFOSYS LIMITED,283
WIPRO LIMITED,263
WASHINGTON UNIVERSITY IN ST. LOUIS,259
ACCENTURE LLP,156
CAPGEMINI AMERICA INC,133
THE CURATORS OF THE UNIVERSITY OF MISSOURI,131
UST GLOBAL INC,112
VINTECH SOLUTIONS INC,110
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,110
TATA CONSULTANCY SERVICES LIMITED,109
IBM INDIA PRIVATE LIMITED,107
SAINT LOUIS UNIVERSITY,91
LEAD IT CORPORATION,70
MONSANTO COMPANY,70
UST GLOBAL INC.,67
INSPIRIX TECHNOLOGIES LLC,67
MASTERCARD INTERNATIONAL INCORPORATED,59
"TECH MAHINDRA (AMERICAS), INC.",51
ERNST & YOUNG U.S. LLP,49
"SAGITEC SOLUTIONS, LLC",46
NOVO PROSO INC,40
TECH MAHINDRA (AMERICAS) INC.,39
"ABHRA INC., PREVIOUSLY KNOWN AS ITALENT, INC",37
MURPHY-BROWN LLC,36
HRB PROFESSIONAL RESOURCES LLC,35
BARNES-JEWISH HOSPITAL,34
"SEVEN SEAS TECHNOLOGIES, INC.",33
L&T TECHNOLOGY SERVICES LIMITED,31
IGATE TECHNOLOGIES INC.,29
DELOITTE CONSULTING LLP,27
"SCOTTRADE, INC.",27
"FUJITSU AMERICA, INC.",26
XAVIENT INFORMATION SYSTEMS INC.,26
STOWERS INSTITUTE FOR MEDICAL RESEARCH,25
"INFOCROSSING, INC",25
"PROSPECT INFOSYS, INC.",24
"RELIABLE SOFTWARE RESOURCES, INC.",22
INNOVA SOLUTIONS INC,22
CURATORS OF THE UNIVERSITY OF MISSOURI,21
"GB TECH, INC.",21
"SOFTWARE PARADIGMS INTERNATIONAL GROUP, LLC",20
MERCY CLINIC SPRINGFIELD COMMUNITIES,18
PRICEWATERHOUSECOOPERS LLP,18
"ENTERPRISE HOLDINGS, INC.",17
"FRONTIER TECHNOLOGIES, LLC",17
POPULUS GROUP LLC,17
"GEMINI CONSULTING & SERVICES, LLC",16
"V-SOFT CONSULTING GROUP, INC",16
MISSOURI STATE UNIVERSITY,16
CNET GLOBAL SOLUTIONS INC,16
EMERSON ELECTRIC CO.,16
SATYA SOFT SOLUTIONS LLC,16
"SYNECHRON, INC.",15
"NURTURENERGY, INC.",15
"BURNS & MCDONNELL ENGINEERING COMPANY, INC.",15
"OMNISKOPE, INC.",15
"WORLD WIDE TECHNOLOGY HOLDING COMPANY, INC.",15
DELOITTE & TOUCHE LLP,15
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",15
