employer,num_workers
WIPRO LIMITED,275
"UT-BATTELLE, LLC (OAK RIDGE NATIONAL LABORATORY)",219
SYNTEL CONSULTING INC.,203
CAPGEMINI AMERICA INC,160
"TECH MAHINDRA (AMERICAS),INC.",159
"SYNECHRON, INC.",159
VANDERBILT UNIVERSITY,153
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,129
INFOSYS LIMITED,128
THE UNIVERSITY OF TENNESSEE,116
ST. JUDE CHILDREN'S RESEARCH HOSPITAL,113
"FEDEX CORPORATE SERVICES, INC.",110
THE UNIVERSITY OF TENNESSEE HEALTH SCIENCE CENTER,104
"HCL AMERICA, INC.",85
TATA CONSULTANCY SERVICES LIMITED,85
SYNTEL INC,72
"CONCH TECHNOLOGIES, INC.",67
DELL MARKETING L.P.,59
ACCENTURE LLP,56
OAK RIDGE ASSOCIATED UNIVERSITIES,51
CUMMINS INC.,45
HCA MANAGEMENT SERVICES LP,43
"CIBER, INC.",41
BLUECROSS BLUESHIELD OF TENNESSEE,40
ERNST & YOUNG U.S. LLP,38
MPHASIS CORPORATION,38
"SCHNEIDER ELECTRIC USA, INC.",34
"SAI TECHNOLOGIES, LLC",33
"AUTOZONE, INC.",33
CITIUSTECH INC,32
DELOITTE CONSULTING LLP,27
VANDERBILT UNIVERSITY MEDICAL CENTER,26
EASTMAN CHEMICAL COMPANY,25
"CUMMINS FILTRATION, INC.",23
"ASURION, LLC",23
IBM CORPORATION,21
OZBURN-HESSEY LOGISTICS,21
"BRIDGESTONE AMERICAS, INC.",21
THE UNIVERSITY OF MEMPHIS,21
CITIUSTECH INC.,20
UBS USA LLC,20
"MEDHOST SERVICES, INC.",20
"TECH MAHINDRA (AMERICAS), INC.",19
TECH MAHINDRA (AMERICAS) INC.,18
"SMITH & NEPHEW, INC.",18
UT LE BONHEUR PEDIATRIC SPECIALISTS,18
DELOITTE SERVICES LP,18
IONTECH CONSULTING LLC,18
EAST TENNESSEE STATE UNIVERSITY,17
"HEXAWARE TECHNOLOGIES, INC.",16
UST GLOBAL INC,16
ASURION LLC,15
METHODIST LEBONHEUR HEALTHCARE,15
"V-SOFT CONSULTING GROUP, INC",14
INTERNATIONAL PAPER,14
L&T TECHNOLOGY SERVICES LIMITED,14
TRACTOR SUPPLY COMPANY,14
BERG LLC,14
"MEDTRONIC, INC.",14
"CYIENT, INC.",13
DELOITTE & TOUCHE LLP,13
JEEVAN TECHNOLOGIES INC,13
HCL GLOBAL SYSTEMS INC,12
IBM INDIA PRIVATE LIMITED,12
"FUJITSU AMERICA, INC.",11
"RELIABLE SOFTWARE RESOURCES, INC.",11
ALSAC/ST. JUDE CHILDREN'S RESEARCH HOSPITAL,11
"UNIQUE KEY RESOURCES,INC",11
SVS TECHNOLOGIES LIMITED,10
"FAMILY HEALTH GROUP, INC.",10
WELLMONT MEDICAL ASSOCIATES,10
SLK AMERICA INC,10
SYSTEM SOFT TECHNOLOGIES LLC,9
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",9
"SUN SOFT TECHNOLOGIES, INC",9
"AMERICA'S COLLECTIBLES NETWORK, INC.",9
"SMART WORKS, LLC",9
SLK AMERICA INC.,9
CGI TECHNOLOGIES AND SOLUTIONS INC.,9
"DAVITA, INC.",9
INTONE NETWORKS INC.,9
TRELLIS IT INC,8
"EVEREST CONSULTING GROUP, INC.,",8
DAVITA INC,8
CHANGE HEALTHCARE SOLUTIONS LLC,8
"UT REGIONAL ONE PHYSICIANS, INC.",8
"JABIL CIRCUIT, INC.",8
FEDERAL EXPRESS CORPORATION,8
SAI TECHNOLOGIES LLC,8
SARAH CANNON RESEARCH INSTITUTE (SCRI),7
"PERFICIENT, INC.",7
"PIC USA, INC.",7
"KPIT INFOSYSTEMS, INC.",7
MIDDLE TENNESSEE STATE UNIVERSITY,7
"INFINITE COMPUTER SOLUTIONS, INC.",7
