employer,num_workers
INFOSYS LIMITED,700
CAPGEMINI AMERICA INC,464
UNIVERSITY OF WISCONSIN-MADISON,221
WIPRO LIMITED,199
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,186
ACCENTURE LLP,165
"TECH MAHINDRA (AMERICAS),INC.",163
TATA CONSULTANCY SERVICES LIMITED,161
IBM INDIA PRIVATE LIMITED,127
L&T TECHNOLOGY SERVICES LIMITED,106
EPIC SYSTEMS CORPORATION,98
MARSHFIELD CLINIC,89
BIRLASOFT INC,76
SYNTEL CONSULTING INC.,70
"JOHNSON CONTROLS, INC.",67
"WISDOM INFOTECH, LTD.",67
LARSEN & TOUBRO INFOTECH LIMITED,64
"HCL AMERICA, INC.",62
IGATE TECHNOLOGIES INC.,59
MEDICAL COLLEGE OF WISCONSIN,52
KOHLER COMPANY,45
HTC GLOBAL SERVICES INC.,45
"ROCKWELL AUTOMATION, INC.",37
SYMPHONY CORPORATION,35
MARQUETTE UNIVERSITY,31
DELOITTE CONSULTING LLP,29
"TRISHULLA, LLC",28
"L AND T TECHNOLOGY SERVICES, LTD.",28
"MEDICAL COLLEGE OF WISCONSIN AFFILIATED HOSPITALS, INC.",27
KERRY INC.,26
UNIVERSITY OF WISCONSIN-MILWAUKEE,26
"FIS MANAGEMENT SERVICES, LLC",24
ERNST & YOUNG U.S. LLP,24
"TECH MAHINDRA (AMERICAS), INC.",23
REGAL-BELOIT CORPORATION,23
"TECHNOSOFT ENGINEERING, INC.",23
R S INFOCON INC,22
"FUJITSU AMERICA, INC.",22
"GE MEDICAL SYSTEMS, LLC",21
"ARORA INFOTECH, INC.",20
SYNTEL INC,20
HCL GLOBAL SYSTEMS INC,20
"CONVERGENT SCIENCE, INC.",20
NIIT TECHNOLOGIES LIMITED,19
"QUEST GLOBAL SERVICES-NA, INC",19
UNIVERSITY OF WISCONSIN MEDICAL FOUNDATION,19
"ANU SOFTWARE CONSULTANTS, INC.",19
EXCEL GLOBAL SOLUTIONS INC.,19
AMERICAN FAMILY MUTUAL INSURANCE COMPANY,18
UNIVERSITY OF WISCONSIN - WHITEWATER,18
CMFG LIFE INSURANCE COMPANY,17
"CODEWORKS, INC.",17
BRUNSWICK CORPORATION,17
PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,16
IBM CORPORATION,16
NICHE SOFTWARE SOLUTIONS INC,16
"COMPUNNEL SOFTWARE GROUP, INC.",16
CUMMINS EMISSION SOLUTIONS INC.,15
CAPGEMINI FINANCIAL SERVICES USA INC,15
"AURORA MEDICAL GROUP, INC.",15
VEDICSOFT SOLUTIONS LLC,15
"KOHL'S DEPARTMENT STORES, INC.",13
KFORCE INC.,13
"EXPERIS US, INC.",13
"SOFTWARE PARADIGMS INTERNATIONAL GROUP, LLC",13
UNIVERSITY OF WISCONSIN PLATTEVILLE,13
MAYO CLINIC,12
"CUMMINS FILTRATION, INC.",12
"YASH TECHNOLOGIES, INC.",12
AMERICAN FAMILY MUTUAL INSURANCE,12
"V-SOFT CONSULTING GROUP, INC",11
UST GLOBAL INC.,11
DELOITTE TAX LLP,11
HSU'S GINSENG ENTERPRISES INC.,11
"GEORGE VENTURES, LLC",11
MPHASIS CORPORATION,11
"PROFICIENT BUSINESS SYSTEMS, INC.",11
LARSEN AND TOUBRO INFOTECH LIMITED,11
WHEATON FRANCISCAN MEDICAL GROUP,11
"RANDSTAD TECHNOLOGIES, LP",11
