employer,num_workers
INFOSYS LIMITED,881
TATA CONSULTANCY SERVICES LIMITED,637
CAPGEMINI AMERICA INC,618
DELOITTE CONSULTING LLP,516
IBM INDIA PRIVATE LIMITED,254
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,251
IBLESOFT INC,247
"LORSHI SYSTEMS, LLC",238
MAKEURCAREER LLC,223
WIPRO LIMITED,223
ACCENTURE LLP,214
UNIVERSITY OF FLORIDA,210
"SVV INFOTECH, INC",202
"HCL AMERICA, INC.",164
LARSEN & TOUBRO INFOTECH LIMITED,151
MAGNUS SOFTWARE SOLUTIONS LLC,113
ERNST & YOUNG U.S. LLP,110
DECIPHER SOFTWARE SOLUTIONS,102
SYNTEL CONSULTING INC.,92
POLARIS CONSULTING AND SERVICES LTD,88
PROTOCOL INFOTECH INC,86
UNIVERSITY OF MIAMI,81
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",81
INTERFACE SYSTEMS INC,80
THE FLORIDA STATE UNIVERSITY,80
SOFTOVA INC,79
"CITRIX SYSTEMS, INC.",78
FLORIDA INTERNATIONAL UNIVERSITY,73
"NAGARRO, INC.",72
"DROISYS, INC.",71
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.",66
CITIZENS PROPERTY INSURANCE CORPORATION,66
ADVENTIST HEALTH SYSTEM/SUNBELT INC,62
NAZTEC® INTERNATIONAL GROUP LLC,62
SWIFT TECH LLC,60
"NTT DATA, INC.",60
VEVEY SOFTWARE SOLUTIONS LLC,59
GENESIS TECHSYSTEMS INC,59
PRICEWATERHOUSECOOPERS LLP,58
CSTS TECHNOLOGIES INC,58
USR SYSTEMS LLC,58
SYSTEM SOFT TECHNOLOGIES LLC,57
"AMZUR TECHNOLOGIES, INC",56
UNIVERSITY OF CENTRAL FLORIDA,55
UST GLOBAL INC,54
DELOITTE & TOUCHE LLP,54
LORSIV TECHNOLOGIES INC,53
UNIVERSITY OF SOUTH FLORIDA,53
"ARCUS TECHNOLOGIES DBA KAT TECH SYSTEMS, INC.",52
UNIVERSITY OF MIAMI-MILLER SCHOOL OF MEDICINE,52
DATA WAREHOUSE LABS INC,51
"COMPREHENSIVE HEALTH MANAGEMENT, INC.",51
JPMORGAN CHASE & CO.,50
"SMART SOURCE USA, LLC",50
