employer,num_workers
"TECH MAHINDRA (AMERICAS),INC.",56
UNIVERSITY OF NORTH DAKOTA,32
NORTH DAKOTA STATE UNIVERSITY,31
MICROSOFT CORPORATION,23
SANFORD CLINIC NORTH,22
TRINITY HEALTH,20
SANFORD BISMARCK,18
DELOITTE CONSULTING LLP,18
NORIDIAN MUTUAL INSURANCE COMPANY,14
"INNOVIS HEALTH, LLC",13
ALTRU HEALTH SYSTEM,12
PRESENTATION MEDICAL CENTER,9
"PROFICIENT BUSINESS SYSTEMS, INC.",9
CHI ST. ALEXIUS HEALTH,8
MERCY MEDICAL CENTER,7
L&T TECHNOLOGY SERVICES LIMITED,6
LINTON HOSPITAL,6
INFONERO  INC,6
DEERE & COMPANY,6
ST. ALOISIUS HOSPITAL,5
"MEDSCAN LABORATORY, INC",5
NORIDIAN HEALTHCARE SOLUTIONS,5
"HCL AMERICA, INC.",5
SANFORD MEDICAL CENTER FARGO,5
IBM CORPORATION,4
TECH MAHINDRA (AMERICAS) INC.,4
E-EMPHASYS TECHNOLOGIES INC,3
EAGLE CREEK SOFTWARE SERVICES,3
NORTHERN VALLEY YOUTH ORCHESTRAS,3
CHI MERCY HOSPITAL,3
"JCG TECHNOLOGIES, INC",3
ST. ANDREW'S HOSPITAL,3
MCKENZIE COUNTY HEALTHCARE SYSTEMS,3
"TAVANT TECHNOLOGIES, INC.",3
"USM BUSINESS SYSTEMS, INC.",3
"V-SOFT CONSULTING GROUP, INC",3
WEST RIVER HEALTH SERVICES,3
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,3
NORTHERN PLAINS AG RESEARCH INC,2
SCHLUMBERGER TECHNOLOGY CORPORATION,2
"TECH MAHINDRA (AMERICAS), INC.",2
"BACTEE SYSTEMS, INC.",2
TECHNOSOFT CORPORATION,2
"MEDICAL BUSINESS SERVICES, LLC",2
FORT BERTHOLD COMMUNITY COLLEGE,2
"HB SOUND & LIGHT, INC.",2
TIOGA MEDICAL CENTER,2
FARGO VA HEALTH CARE SYSTEM,2
"AMITY TECHNOLOGY, LLC",2
UND AEROSPACE FOUNDATION,2
"ALDEVRON, L.L.C.",2
"ORACLE AMERICA, INC.",2
CARRINGTON HEALTH CENTER,2
CNH INDUSTRIAL AMERICA LLC,2
WILMAC MULTIDISTRICT SPECIAL EDUCATION UNIT,2
"DOOSAN INFORMATION AND COMMUNICATIONS AMERICA, LLC",2
MINOT STATE UNIVERSITY,2
VCARVE INC,2
MISFIT LLC,2
HIGHLANDS ENGINEERING & SURVEYING PLLC,2
WELLS CONCRETE PRODUCTS COMPANY,2
WISHEK HOSPITAL CLINICS ASSOCIATION,2
"GREAT PLAINS WOMEN'S HEALTH CENTER, P.C.",2
STANDING ROCK COMMUNITY SCHOOL,2
DICKINSON STATE UNIVERSITY,2
NORTH DAKOTA JUDICIAL BRANCH,2
STEPHEN BAIRD PLLC,2
TATA CONSULTANCY SERVICES LIMITED,2
SANFORD CLINIC,1
SAPNEXUS LLC,1
SATURN INFOTECH INC,1
"SECUREWORKS, INC.",1
ST. ALEXIUS MEDICAL CENTER,1
ST. JOSEPH'S HOSPITAL AND HEALTH CENTER,1
ST. LUKE'S HOSPITAL,1
STATE OF NORTH DAKOTA,1
STEFFES CORPORATION,1
TECHNOSOFT GROUP INC,1
THE JOHNS HOPKINS UNIVERSITY,1
THE UNIVERSITY OF NORTH DAKOTA,1
"ULTEIG ENGINEERS, INC.",1
UNITED PULSE TRADING INC.,1
UNIVERSITY OF JAMESTOWN,1
"URS ENERGY & CONSTRUCTION, INC.",1
