employer,num_workers
THE UNIVERSITY OF VERMONT,50
INFOSYS LIMITED,29
"L AND T TECHNOLOGY SERVICES, LTD.",22
THE PRESIDENT AND FELLOWS OF MIDDLEBURY COLLEGE,19
"NTT DATA, INC.",18
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,16
L&T TECHNOLOGY SERVICES LIMITED,13
"DEALER DOT COM, INC.",12
"GLOBALFOUNDRIES U.S. 2, LLC",11
"CYIENT, INC.",9
"UNIVERSITY OF VERMONT MEDICAL GROUP, INC",8
"KEURIG GREEN MOUNTAIN, INC.",7
BIRLASOFT INC,5
WORLD LEARNING,5
"PERSISTENT SYSTEMS, INC.",5
"SPERIDIAN TECHNOLOGIES, LLC",4
"CN HOLDINGS, INC.",4
JAY PEAK INC,4
"CHAMPLAIN COLLEGE, INC.",4
DATA INNOVATIONS LLC,3
BENNINGTON COLLEGE,3
"GENESIS ELDERCARE REHABILITATION SERVICES, INC.",3
NATIONAL LIFE INSURANCE COMPANY,3
UNIVERSITY OF VERMONT MEDICAL GROUP,3
"UNIVERSITY OF VERMONT MEDICAL CENTER, INC.",2
"ASPEN DENTAL ASSOCIATES OF HUDSON VALLEY, PLLC",2
"UNIFY SOLUTIONS, INC.",2
"INFOSMART TECHNOLOGIES, INC",2
VERMONT EMPLOYMENT AGENCY LLC,2
VERMONT LAW SCHOOL,2
EMAGE SOFTWARE SERVICES LLC,2
WINDSOR HOSPITAL CORPORATION,2
HERMITAGE INFO TECH LLC,2
LE STUDIO ALL STARS,2
IT SPIN INC,1
KPH HEALTHCARE SERVICES INC,1
"KPH HEALTHCARE SERVICES, INC.",1
"KUNAL, LLC",1
"LASERTEC U.S.A., INC.",1
"LYNDON INSTITUTE, INC.",1
"MARUTHI TECHNOLOGIES, LLC",1
MAVEN INC,1
MBF BIOSCIENCE,1
MONAD SOLUTIONS INC.,1
"MORRISVILLE FAMILY DENTAL, PLC",1
"NORTHEASTERN VERMONT REGIONAL HOSPITAL, INC.",1
NORWICH UNIVERSITY,1
"NSK STEERING SYSTEMS AMERICA, INC.",1
NTT DATA INC.,1
OMEGA OPTICAL INC.,1
PATEL CONSULTANTS CORPORATION,1
PBM NUTRITIONALS,1
"PYRAMID TECHNOLOGY SOLUTIONS, INC",1
QUADRANT 4 SYSTEM CORPORATION,1
"RANDSTAD TECHNOLOGIES, LP",1
SAINT MICHAEL'S COLLEGE,1
"SPRINFIELD MEDICAL CARE SYSTEMS, INC.",1
SPRINGFIELD MEDICAL CARE SYSTEMS,1
"SRIVEN SYSTEMS, INC",1
SSB SYSTEMS INC,1
ST. JOHNSBURY DENTAL ASSOCIATES INC. PC,1
"SUTHERLAND HEALTHCARE SOLUTIONS, INC.",1
"SYSTEMS & SOFTWARE, INC.",1
TATA CONSULTANCY SERVICES LIMITED,1
"TECH MAHINDRA (AMERICAS),INC.",1
TEKNOR APEX VERMONT COMPANY,1
"TEKNOSYS, INC.",1
"UNIVERSITY OF VERMONT HEALTH NETWORK, CENTRAL VERMONT MEDICAL CENTER",1
UNIVERSITY OF VERMONT MEDICAL CENTER,1
"UNIVERSITY OF VERMONT MEDICAL CENTER, INC",1
VALUE SOFTWARE PRODUCTS INC,1
"VANTAGEFORCE, INC.",1
VEDICSOFT SOLUTIONS LLC,1
"VERMONT CREAMERY, INC.",1
VERMONT TECHNICAL COLLEGE,1
"AMERICA'S GARDENING RESOURCE, INC.",1
XCEED TECHNOLOGIES INC.,1
ARMO CONSULTANTS,1
ASK-INTTAG LLC,1
ASSIGNCORP,1
"ASSOCIATION OF AFRICANS LIVING IN VERMONT, INC.",1
"BAVE TECHNOLOGIES, INC.",1
BESTICA INC.,1
"BRATTLEBORO INN, INC.",1
BURLINGTON SCHOOL DISTRICT,1
"CARDUS, INC.",1
CASTORTEK LLC,1
"CENTRAL VERMONT MEDICAL CENTER, INC.",1
COMMUNITY HEALTH CENTERS OF BURLINGTON,1
CS TECHNOLOGIES,1
"DARTMOUTH JOURNAL SERVICES, INC.",1
DARTMOUTH-HITCHCOCK CLINIC,1
"DEALERTRACK, INC.",1
DYNAPOWER COMPANY LLC,1
"FLEX-A-SEAL, INC.",1
"FUSION PLUS SOLUTIONS, INC",1
"GATEWAY SOLUTIONS, INC.",1
"GLOBALFOUNDRIES 2, LLC",1
"GLOBALFOUNDRIES U.S. 2, LLC.",1
GODDARD COLLEGE CORPORATION,1
"GREEN MOUNTAIN SEMICONDUCTOR, INC.",1
HAZELETT STRIP-CASTING CORPORATION,1
HCL GLOBAL SYSTEMS INC,1
"HOWARDCENTER, INC.",1
HTC GLOBAL SERVICES INC.,1
"HUSKY INJECTION MOLDING SYSTEMS, INC.",1
IBM INDIA PRIVATE LIMITED,1
"INDSOFT, INC",1
INTONE NETWORKS INC.,1
"ISTREAM SOLUTIONS, INC.",1
