employer,num_workers
TATA CONSULTANCY SERVICES LIMITED,251
JPMORGAN CHASE & CO.,224
INFOSYS LIMITED,151
ACCENTURE LLP,140
IBM INDIA PRIVATE LIMITED,101
NORTHSTAR GROUP INC,99
CAPGEMINI AMERICA INC,95
BARCLAYS BANK DELAWARE,82
CAPITAL ONE SERVICES II LLC,76
"BLACKROCK CAPITAL MANAGEMENT, INC.",67
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,63
BANK OF AMERICA N.A.,56
WIPRO LIMITED,48
"FORECAST MANAGEMENT SOLUTIONS,INC",45
"TECHNO SOFT, INC",44
OTIS IT INC,43
VENSOFT SOLUTIONS INC,41
UNIVERSITY OF DELAWARE,36
MPHASIS CORPORATION,36
"CITICORP CREDIT SERVICES, INC. (USA)",34
STREAMLINE TECHNOLOGIES INC,29
"CEM TECHNOLOGY, INC.",26
ERNST & YOUNG U.S. LLP,25
JPMORGAN CHASE AND CO.,25
"STREAMLINE TECHNOLOGIES, INC",22
"COMPUNNEL SOFTWARE GROUP, INC.",22
"POLAKAMS, LLC",22
JPMORGAN CHASE &AMP; CO.,22
"TECH MAHINDRA (AMERICAS),INC.",21
"DELASOFT, INC.",21
"ALCHEMY SOFTWARE SOLUTIONS, LLC",20
"CHRISTIANA CARE HEALTH SERVICES, INC.",19
"RANDSTAD TECHNOLOGIES, LP",18
"CITIBANK, N.A.",16
"HCL AMERICA, INC.",16
DELOITTE CONSULTING LLP,15
TEKSTROM INC,15
"SEVONE, INC",15
"CAPITAL ONE SERVICES, LLC",14
"INNATE SOLUTIONS,INC",14
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",14
"CAPITAL ONE, NATIONAL ASSOCIATION",13
"HEALTHCORE, INC.",13
JAM INC,11
EVONSYS LLC,11
"PHOTON INFOTECH, INC.",11
"AMAZON.COM.DEDC, LLC",11
CLAIRVOYANT TECHNOSOLUTIONS INC.,10
IBM CORPORATION,10
"MARLABS, INC.",10
POLARIS CONSULTING AND SERVICES LTD,10
POPULUS GROUP LLC,10
"MID-SUSSEX MEDICAL CENTER, INC.",9
LARSEN & TOUBRO INFOTECH LIMITED,8
"BAYHEALTH MEDICAL CENTER, INC.",8
STIAOS TECHNOLOGIES INC,8
GB TECH INC,8
KTM CONSULTANTS LLC,8
"SUPPLY CHAIN CONSULTANTS, INC.",7
E.I. DU PONT DE NEMOURS AND COMPANY,7
"AETEA INFORMATION TECHNOLOGY, INC.",7
HCL GLOBAL SYSTEMS INC,7
"INPATIENT CONSULTANTS OF DELAWARE, INC.",7
"INPATIENT CONSULTANTS OF DELAWARE, INC",7
OPEX SOFTWARE CORP.,7
CNT INFOTECH CORPORATION,7
POLARIS CONSULTING & SERVICES LTD,7
DUCK CREEK TECHNOLOGIES LLC,7
"V-SOFT CONSULTING GROUP, INC",7
BANK OF AMERICA CORPORATION,7
"APOGEE MEDICAL GROUP, DELAWARE, INC.",7
VIRTUSA CORPORATION,6
"RELIABLE SOFTWARE RESOURCES, INC.",6
DIZER CORP,6
MOMENTO USA LLC,6
"TECHNOSOFT, INC",6
"TD BANK, NATIONAL ASSOCIATION",6
"EXPERIS US, INC.",6
AMERICAN AIR LIQUIDE INC.,6
"COMPEST SOLUTIONS, INC",6
"IDEXCEL, INC.",6
ADVANCED CARE REHAB SERVICES LLC,6
QUALITREE INC,6
ASTRAZENECA PHARMACEUTICALS LP,6
CORPORATION SERVICE COMPANY,5
ECOM SOLUTIONS INC,5
"CUBIC TECHNOLOGIES, LLC",5
INTONE NETWORKS INC.,5
SIRI INFOSOLUTIONS INC.,5
SPRINGLEAF GENERAL SERVICES CORPORATION,5
"BLACKROCK FINANCIAL MANAGEMENT, INC.",5
CLINPHARMA CLINICAL RESEARCH LLC,5
UNICON PHARMA INC.,5
RED CLAY CONSOLIDATED SCHOOL DISTRICT,5
BARCLAYS SERVICES CORP.,5
CIGNA HEALTH AND LIFE INSURANCE COMPANY,5
INCYTE CORPORATION,5
RSR UNLIMITED INC.,5
"COLLECTIONS MARKETING CENTER, INC.",5
"DEVCARE SOLUTIONS, LTD.",5
"ERP ANALYSTS, INC.",5
ERNST &AMP; YOUNG U.S. LLP,5
"THE PNC FINANCIAL SERVICES GROUP, INC.",5
"PERSISTENT SYSTEMS, INC.",5
CAPGEMINI FINANCIAL SERVICES USA INC,5
"ADECCO GROUP NA/MODIS, INC.",5
"CITIGROUP TECHNOLOGY, INC.",4
"SMART WORKS, LLC",4
"QPS, LLC",4
"SPI PHARMA, INC.",4
SPI PHARMA INC.,4
KEANE SOFT INC,4
"ANTHEM, INC.",4
GOLDENWILL SUPPLY CORPORATION,4
"Y-AXIS, INC",4
NATIONAL THERAPY SERVICES LLC,4
ABZOOBA INC.,4
TRINGAPPS INC,4
"UHS OF DOVER, LLC",4
CIGNA LINA,4
