employer,num_workers
"MICRON TECHNOLOGY, INC.",235
IBM INDIA PRIVATE LIMITED,139
TATA CONSULTANCY SERVICES LIMITED,37
UNIVERSITY OF IDAHO,33
"BATTELLE ENERGY ALLIANCE, LLC",27
BOISE STATE UNIVERSITY,27
WIPRO LIMITED,25
IDAHO STATE UNIVERSITY,18
"HCL AMERICA, INC.",18
INTEL CORPORATION,9
"SEMICONDUCTOR COMPONENTS INDUSTRIES, LLC",9
HP INC.,9
MICRON TECHNOLOGY INC.,8
BODYBUILDING.COM LLC,7
"EXPERIS US, INC.",7
"MELALEUCA, INC.",7
KLA-TENCOR CORPORATION,5
DELOITTE CONSULTING LLP,5
"MARVELL SEMICONDUCTOR, INC.",5
Z DATA INC.,4
"IN TIME TEC, LLC.",4
"ADIN TECHNOLOGIES, INC.",3
TEKSTROM INC,3
FARM BUREAU MUTUAL INSURANCE COMPANY OF IDAHO,3
"CHOBANI GLOBAL HOLDINGS, INC.",3
"CHOBANI GLOBAL HOLDINGS, LLC",3
DELOITTE & TOUCHE LLP,3
"CLEARWATER ANALYTICS, LLC",3
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,3
J.R. SIMPLOT COMPANY,3
"AKT, LLC.",3
ON SEMICONDUCTOR,3
"NURTURE, INC.",3
MPHASIS CORPORATION,3
"RIVERSTONE INTERNATIONAL SCHOOL, INC.",3
"SIERRA INFOSYS, INC",3
ACCENTURE LLP,3
"TAMAKICONTROL, NEW MEXICO LLC",2
AGMA SYSTEMS LLC,2
AVANT HEALTHCARE PROFESSIONALS,2
CAPGEMINI AMERICA INC,2
CAUTELA INSTITUTE OF INFORMATICS AND TECHNOLOGY INC.,2
"COOLSOFT, LLC",2
COUNTY OF JEFFERSON & MADISON SCHOOL DISTRICT 251,2
ERNST & YOUNG U.S. LLP,2
GANNU SOFTWARE INC,2
GLOBAL SYSTEMS LLC,2
"HEALTH CAROUSEL, LLC",2
"HERMES MICROVISION, INC.",2
HEWLETT PACKARD ENTERPRISE COMPANY,2
"HUMAC, INC.",2
HUMMEL ARCHITECTS PLLC,2
IBM CORPORATION,2
INITIAN INC.,2
INTERPATH LABORATORY,2
INTERPATH LABORATORY INC.,2
KOOTENAI COUNTY PROSECUTING ATTORNEY OFFICE,2
KORDATA LLC,2
MICROINFO INC,2
"MICRON SEMICONDUCTOR PRODUCTS, INC.",2
NATIVE AMERICAN SERVICES CORPORATION,2
"NELSON METAL TECHNOLOGY, INC.",2
"ORPINE, INC.",2
PROLIM GLOBAL CORPORATION,2
"RJT COMPUQUEST, INC.",2
SAVVY INFO SYSTEMS INC,2
"SCHWEITZER ENGINEERING LABORATORIES, INC.",2
"SENCORPWHITE, INC.",2
"SILVERXIS, INC",2
SIRITEK INC,2
SIRMA USA INC.,2
SPARTAN SOLUTIONS INC,2
SYRINGA HOSPITAL DISTRICT,2
"TOKYO ELECTRON AMERICA, INC.",2
"UNIFY SOLUTIONS, INC.",2
"UNIGO, INC",2
USA DRY PEA & LENTIL COUNCIL,2
UST GLOBAL INC,2
VCARVE INC,2
VCARVE LLC,2
VIRGINIA TRANSFORMER CORPORATION,2
VTCU CORP,2
CORE EDUCATION & TECHNOLOGIES LTD,1
"SYSFORE TECHNOLOGIES, INC.",1
"SYSINTELLI, INC",1
IT AMERICA INC,1
"ITECH US, INC.",1
J&AMP;J CYBER SECURITY LLC,1
CONCORDIA UNIVERSITY,1
"COMSCORE, INC.",1
"T-O ENGINEERS, INC.",1
"TACTICAL INNOVATIONS, INC.",1
LAM RESEARCH CORPORATION,1
"LOGICGATE TECHNOLOGIES, INC.",1
MADDISOFT LLC,1
MAGNUS TECHNOLOGY SOLUTIONS INC,1
COMMUNITY HEALTH ASSOCIATION OF SPOKANE,1
CINERGY TECHNOLOGY INC.,1
"MENTAL WELLNESS CENTERS, INC.",1
METAGEEK LLC,1
"TAMAKI CONTROL, NEW MEXICO LLC",1
"MICROINFO IT, INC",1
"3CORE SYSTEMS, INC.",1
CHOBANI GLOBAL HOLDINGS LLC,1
"CH2M HILL, INC.",1
MICROSOFT CORPORATION,1
MOMENTO USA LLC,1
"BLUE SPRINGS PARTNERS, LLC",1
AMERICAN INFORMATION TECHNOLOGY CORPORATION,1
AMALGAMATED RESEARCH LLC,1
NICHE SOFTWARE SOLUTIONS INC,1
NORTHWEST NAZARENE UNIVERSITY,1
NRIT SOFTWARE SOLUTIONS LLC,1
"NTT DATA, INC.",1
"AXON SOLUTIONS, INC.",1
"ARCUS TECHNOLOGIES DBA KAT TECH SYSTEMS, INC.",1
OPTIV SECURITY INC.,1
"THE LAND GROUP, INC.",1
PACIFICSOURCE,1
"PEARL HEALTH CLINIC, LLC",1
PIKE SOLUTIONS INC,1
"PLUMMER FOREST PRODUCTS, INC.",1
POPULUS GROUP,1
POPULUS GROUP LLC,1
"POWER ENGINEERS, INC.",1
PRODWARE SOLUTIONS LLC,1
VTCU CORPORATION,1
"QUANTUM INTEGRATORS GROUP , LLC",1
"APPLIED MATERIALS, INC.",1
"TTS SOLUTIONS,INC.",1
RSR UNLIMITED INC.,1
"SACRED MOUNTAINS, PLLC",1
SAIBERSYS INC,1
UDDER HEALTH SYSTEMS IDAHO PC,1
"ULVAC TECHNOLOGIES, INC.",1
"APEX TECHNOLOGY GROUP, INC.",1
"VENSA TECHNOLOGIES, INC.",1
SENTIENT CORPORATION,1
SENTIENT SCIENCE CORPORATION,1
AMERITECH GLOBAL INC,1
"ACCEL NORTH AMERICA, INC.",1
"ADROIT ASSOCIATES, INC.",1
VISION SQUARE INC,1
"SMITH, KUNZ & ASSOCIATES, PLLC",1
EXPEDENT CORP.,1
"EVEREST CONSULTING GROUP, INC.,",1
ERNST &AMP; YOUNG U.S. LLP,1
FREMONT COUNTY JOINT SCHOOL DISTRICT 215,1
FUSION GLOBAL TECHNOLOGIES & SOLUTIONS INC,1
"SOUND PHYSICIANS OF IDAHO, PLLC",1
"GEM HEALTHCARE, INC.",1
"GLANBIA FOODS, INC.",1
"GLANBIA NUTRITIONALS, INC.",1
GLOBAL INFOTECH INC,1
VSQUARE INFOTECH INC.,1
"GOOD 2 GO STORES, LLC",1
EMETEORS INC,1
"STANDLEE HAY COMPANY, INC.",1
"STRATEGIC RESOURCES INTERNATIONAL, INC.",1
STRATUS TECHNOLOGY SERVICES LLC,1
"HIRE IT PEOPLE, LLC",1
HORIZON TECHNOLOGIES INC,1
HOWELL MUNITIONS AND TECHNOLOGY,1
"HP ENTERPRISE SERVICES, LLC",1
"EKTHA SOLUTIONS, INC",1
HTC GLOBAL SERVICES INC.,1
STRICKLAND FAMILY CHIROPRACTIC,1
"STRICKLAND FAMILY CHIROPRACTIC, PA",1
SV IT INC,1
DISCOVER PRODUCTS INC.,1
"IDAHO MATERIAL HANDLING, INC.",1
"IDAHO MILK PRODUCTS, INC.",1
DELOITTE &AMP; TOUCHE LLP,1
IDAHO VETERANS RESEARCH AND EDUCATION FOUNDATION INC.,1
"IM FLASH TECHNOLOGIES, LLC",1
CRADLEPOINT INC.,1
INFOSYS LIMITED,1
"INFOWAVE SYSTEMS, INC",1
A1 KAISER INC,1
INNOVAPATH INCORPORATED,1
INNOVATIVE STAFF SOLUTIONS,1
