employer,num_workers
IBM INDIA PRIVATE LIMITED,1532
INFOSYS LIMITED,1320
TATA CONSULTANCY SERVICES LIMITED,1219
CAPGEMINI AMERICA INC,1078
ACCENTURE LLP,824
WIPRO LIMITED,664
LARSEN & TOUBRO INFOTECH LIMITED,663
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,550
"HCL AMERICA, INC.",448
IPOLARITY LLC,427
KELLTON TECH INC,423
"DIASPARK, INC.",336
"TECH MAHINDRA (AMERICAS),INC.",319
"APPLAB SYSTEMS, INC",253
"3I INFOTECH, INC.",238
LARSEN AND TOUBRO INFOTECH LIMITED,217
"T2M CONSULTING SERVICES, INC.",213
"IRIS SOFTWARE, INC.",211
"EXLSERVICE.COM, LLC",208
"ALPHA CLINICAL SYSTEMS, INC",207
GEO LOGIC SYSTEMS CORP,197
ACI INFOTECH INC.,185
DELOITTE CONSULTING LLP,176
JPMORGAN CHASE & CO.,172
IGATE TECHNOLOGIES INC.,172
ASTIR IT SOLUTIONS INC.,169
IBM CORPORATION,167
"MICROEXCEL, INC",157
"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY",156
ERNST & YOUNG U.S. LLP,147
COLLABERA INC.,145
THE TRUSTEES OF PRINCETON UNIVERSITY,137
"NGA GROUP, INC.",135
"ONCORRE, INC.",131
"BHRIGUS, INC.",124
"DATA, INC.",124
"TECHNUMEN, INC",123
ORION SYSTEMS INTEGRATORS LLC,122
"APLOMB TECHNOLOGIES, INC.",121
"NTT DATA, INC.",120
PIKE SOLUTIONS INC,119
ANA-DATA CONSULTING INC,116
KPMG LLP,115
AVIGHNA GLOBAL SOLUTIONS LLC,115
TECHDEMOCRACY LLC,114
REVISION TECHNOLOGIES INC,113
PORTAL CONSULTING INC,113
MERRILL LYNCH,112
"OPUS CONSULTING SOLUTIONS, INC.,",109
ANAGH TECHNOLOGIES INC.,109
INTONE NETWORKS INC.,109
"CLEARLITE, INC.",108
"GOLDMAN, SACHS & CO.",107
IDOL SOLUTIONS INC,107
MPHASIS CORPORATION,104
MARVELL TECH LLC,103
"HEXAWARE TECHNOLOGIES, INC.",102
GOLDMAN SACHS SERVICES LLC,102
CROM TECHNOLOGY INC,100
"VORTALSOFT, INC",99
DELOITTE & TOUCHE LLP,99
"BRILLIO, LLC",97
"MARLABS, INC.",97
PEGAFRAME INFOTECH INC,95
TRINGAPPS INC,95
SATIN SOLUTIONS LLC,95
MINDTREE LIMITED,94
"DICE IT SOLUTIONS, LLC",92
SKILLSIGHT INC.,92
"INNOVATIVE INFORMATION TECHNOLOGIES,INC",88
SYNERZY SOFTWARE SOLUTIONS INC,88
ISITE TECHNOLOGIES INC,88
PRABHAV SERVICES INC.,87
"NEW YORK TECHNOLOGY PARTNERS, INC.",86
"WAYNSYS, INC",86
GATEWAY GROUP TECHNOLOGIES INC.,85
TRU SOLUTION SYSTEMS LLC,83
"COMPUNNEL SOFTWARE GROUP, INC.",82
"VECTOR SYSTEMS, INC.",81
BUSINESS REPORTING MANAGEMENT SERVICES INC.,81
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",80
"QUANTUM INTEGRATORS GROUP , LLC",79
"GLOBALPOINT, INC.",79
NOVARTIS PHARMACEUTICALS CORPORATION,79
"STRATEGIC RESOURCES INTERNATIONAL, INC.",79
"KRYPTO IT SOLUTIONS, INC",78
POLARIS CONSULTING AND SERVICES LTD,78
NEO TECH SOLUTIONS INC,78
BANK OF AMERICA N.A.,77
"SMART SOURCE TECHNOLOGIES, INC.",76
ADVANCED TECHNOLOGY GROUP USA INC,76
"AIG EMPLOYEE SERVICES, INC.",76
"ZS ASSOCIATES, INC.",75
CITADEL INFORMATION SERVICES INC.,74
SOFTPATH SYSTEMS INC,74
"ISPACE, INC",74
TECHNO-COMP INC,74
BRISTOL-MYERS SQUIBB COMPANY,74
PRECISION TECHNOLOGIES CORP.,73
NIHAKI SYSTEMS INC,73
"PARAM CONSULTING SERVICES, INC",72
"ITECHSTACK, INC",72
"COMMVAULT SYSTEMS, INC.",71
UNIKON IT INC,70
"REDEEMSOFT, LLC",68
PRUDENTIAL INSURANCE COMPANY OF AMERICA,68
P SQUARE SOLUTIONS LLC,66
ATRI SOFTECH INC,66
"SUPERLOGIX, INC.",66
EUCLID TECHNOLOGIES LLC,65
BIRLASOFT INC,64
ISPRINT TECHNOLOGIES LLC,64
"SUNFIX TECHNOLOGIES, INC",63
"GALAXE.SOLUTIONS, INC",63
CYBERTHINK INC,62
KANHI SYSTEMS LLC,62
IT ECHELON CORPORATION,61
PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,61
LAKSAN TECHNOLOGIES LLC,61
CITIUSTECH INC.,60
"V-SOFT CONSULTING GROUP, INC",60
ALLABOUTTECH INC.,60
"NAM INFO, INC.",60
"MUFG UNION BANK, N.A.",60
"MARK INFOTECH, INC.",59
CELLCO PARTNERSHIP,59
"RAMPS INTERNATIONAL, INC",59
"CITIBANK, N.A.",58
"TECH MAHINDRA (AMERICAS), INC.",57
MEGATRENDZ MEDIA USA INC.,57
QUALIHI SOFTWARE SOLUTIONS INC.,57
INFOLOGITECH INC,56
"ADP TECHNOLOGY SERVICES, INC.",56
AMERICAN PROFESSIONALS INC,55
CITY GURUS INC,55
DOLI SYSTEMS INC.,55
"ALCATEL-LUCENT USA, INC. (DBA NOKIA)",54
SOFTCOM SYSTEMS INC.,54
3EDGEUSAGROUP LLC,53
ALLTECH CONSULTING SERVICES INC.,53
"PROWISE SOLUTIONS, INC.",52
"VISIONET SYSTEMS, INC.",52
ECONTENTI INC.,52
ANG INFOTECH LLC,52
DB SERVICES NJ INC,51
FADS TECHNOLOGIES INC,51
AZHVAS INC,50
INVICTUS INFOTECH LLC,49
TECH MATRIX INC,49
SOFTWARE PROGRAMMING GROUP LLC,49
"AGREEYA SOLUTIONS, INC.",49
AUDIBLE INC,49
KEYPIXEL SOFTWARE SOLUTIONS LLC,48
"INTEGRATED RESOURCES, INC",48
BARCLAYS SERVICES CORP.,48
TRUSTEK INC.,47
"DIGIPULSE TECHNOLOGIES, INC.",47
"PRIMESOFT, INC",47
EALEARN INC,47
"NIXSOL, INC",47
SMART IT FRAME LLC,47
"DATABOSS INTERNATIONAL CORP.,",47
ALLIED IT CONSULATANCY LLC,47
ETELLIGENT GROUP LLC,46
TECHMINDS GROUP LLC,46
"MAJESCO SOFTWARE AND SOLUTIONS, INC.",45
"INSURANCE SERVICES OFFICE, INC.",45
"AIT GLOBAL, INC",45
TRIVENI GROUP LLP,45
"SMART INFORMATION MANAGEMENT SYSTEMS, INC.",44
"ITS ANALYTICS, INC.",44
"IT CATS, LLC",44
"EUCLID ELEMENTZ, INC.",44
"AR SYSTEMS, INC",43
PROCURE PROFESSIONALS IT INC,43
EZ SOLUTIONS INC,43
I28 TECHNOLOGIES CORPORATION,43
AMERICAN IT SOLUTIONS INC,43
