employer,num_workers
INFOSYS LIMITED,421
"WAL-MART ASSOCIATES, INC.",339
UST GLOBAL INC.,219
WIPRO LIMITED,191
UST GLOBAL INC,181
UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,163
IBM INDIA PRIVATE LIMITED,158
TATA CONSULTANCY SERVICES LIMITED,120
ACCENTURE LLP,98
"ESYSTEMS, INC.",74
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,69
UNIVERSITY OF ARKANSAS,66
"LIBERTYCOM, LLC",34
"J.B. HUNT TRANSPORT SERVICES, INC.",30
"TECH MAHINDRA (AMERICAS),INC.",25
LIBERTYCOM LLC,24
ACXIOM CORPORATION,17
"SAICON CONSULTANTS, INC.",16
DELOITTE CONSULTING LLP,16
HCL GLOBAL SYSTEMS INC,15
"MU SIGMA, INC.",14
"TETRASOFT, INC.",14
ARKANSAS STATE UNIVERSITY,14
"BRILLIO, LLC",13
"ANJANEYAP, INC.",13
PROTECH SOLUTIONS INC.,11
SAI STRATEGIC SOLUTIONS INC,11
LJ SMITH & ASSOCIATES,10
GERDAU MACSTEEL INC.,10
"MOLEX, LLC",10
CAPGEMINI AMERICA INC,9
LITTLE SCHOLARS OF ARKANSAS,9
"ST. BERNARD'S HOSPITAL, INC.",9
SERVER MANAGEMENT SERVICES LLC,9
ST. VINCENT MEDICAL GROUP,9
TECSOURCE INTERNATIONAL LLC,9
"DILLARD STORE SERVICES, INC.",8
"LIONBRIDGE TECHNOLOGIES, INC.",8
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",8
MERCY CLINIC FORT SMITH COMMUNITIES,8
ST. VINCENT INFIRMARY MEDICAL CENTER,8
"HCL AMERICA, INC.",8
TREDENCE INC.,8
TECSOURCE INTERNATINAL LLC,7
PRO-TEK CONSULTING,7
"KEE TECHNOLOGIES GROUP, INC.",7
ARKANSAS TECH UNIVERSITY,7
"FORT SMITH HMA PBC MANAGEMENT, LLC",7
PEARLSOFT SOLUTIONS INCORPORATED,7
IBM CORPORATION,7
"FOOD AND DRUG ADMINISTRATION, HHS",7
"V-SOFT CONSULTING GROUP, INC",6
PRODAPT NORTH AMERICA,6
"FEDEX CORPORATE SERVICES, INC.",6
UNIVERSITY OF ARKANSAS AT LITTLE ROCK,6
"GLOBAL BRIDGE INFOTECH INC,.",6
"CYIENT, INC.",6
EMC CORPORATION,6
SOUTHERN ARKANSAS UNIVERSITY,6
"COMPUTER TASK GROUP, INC.",6
UGAM SOLUTIONS SEZ PVT. LTD,5
"PRIMESOFT, INC",5
"MARUTHI TECHNOLOGIES, LLC",5
"HADIAMONDSTAR SOFTWARE SOLUTIONS, LLC",5
BP AMERICA INC.,5
"WELSPUN PIPES, INC.",5
"WHITE RIVER HEALTH SYSTEM, INC.",5
"STELLAR SOFTWARE NETWORK, INC",4
INTELIBLUE LLC,4
"I2 IT SOLUTIONS, INC.",4
FINSOFT CONSULTANTS INC.,4
WHOLE YOUTH SERVICES INC.,4
"TECH MAHINDRA (AMERICAS), INC.",4
"SUPERIOR INDUSTRIES INTERNATIONAL, INC",4
STELLENT SOLUTIONS INC,4
INTERNEXT CORPORATION,4
BLOGS FOR BRANDS LLC,4
WAVELETSOFT TECHNOLOGIES INC,4
BUSINESS INTELLI SOLUTIONS INC,4
CAPGEMINI FINANCIAL SERVICES USA INC,4
"ORCHESTRO, INC.",4
NORTHEAST ARKANSAS CLINIC CHARITABLE FOUNDATION,4
