employer,num_workers
DELOITTE CONSULTING LLP,2098
INFOSYS LIMITED,714
TATA CONSULTANCY SERVICES LIMITED,702
CAPGEMINI AMERICA INC,507
ACCENTURE LLP,479
"SDLC MANAGEMENT, INC.",410
TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,379
WIPRO LIMITED,331
PEOPLE TECH GROUP INC.,305
IBM INDIA PRIVATE LIMITED,303
UNIVERSITY OF PITTSBURGH,291
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,266
RAMP TECHNOLOGY GROUP LLC,243
DELOITTE & TOUCHE LLP,178
"SAP AMERICA, INC.",160
THE PENNSYLVANIA STATE UNIVERSITY,159
"COMCAST CABLE COMMUNICATIONS, LLC",149
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",145
UST GLOBAL INC,145
YBRANT TECHNOLOGIES LLC.,133
TEMPLE UNIVERSITY--A COMMONWEALTH UNIVERSITY,127
L&T TECHNOLOGY SERVICES LIMITED,127
UST GLOBAL INC.,125
UHCP D/B/A UPMC MEDICAL EDUCATION,124
"AQUA INFORMATION SYSTEMS, INC.",122
"HCL AMERICA, INC.",118
WRIGHT CENTER FOR GRADUATE MEDICAL EDUCATION,118
CARNEGIE MELLON UNIVERSITY,118
ERNST & YOUNG U.S. LLP,113
UNIVERSITY OF PITTSBURGH PHYSICIANS,95
THE CHILDREN'S HOSPITAL OF PHILADELPHIA,91
TECHWAVE CONSULTING INC,87
"NOBLESOFT SOLUTIONS, INC.",87
"CYIENT, INC.",86
"RANDSTAD TECHNOLOGIES, LP",86
"FUJITSU AMERICA, INC.",85
APPLIED COMPUTER TECHNIQUES,80
IBM CORPORATION,79
VIRGO INC.,79
"LIQUIDHUB, INC.",76
THOMAS JEFFERSON UNIVERSITY,70
"CLOUD SOURCE, INC.",70
"NAGARRO, INC.",67
ERP AND ERP CORP,64
IGATE TECHNOLOGIES INC.,63
"TECH MAHINDRA (AMERICAS),INC.",60
"CERNER HEALTH SERVICES, INC",59
TECHNOSOFT CORPORATION,59
SAPVIX INC,58
"COMPUNNEL SOFTWARE GROUP, INC.",57
SYNTEL CONSULTING INC.,56
HRTRONIX LLC.,56
PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,55
BIRLASOFT INC,55
"NTT DATA, INC.",54
"HEXAWARE TECHNOLOGIES, INC.",54
TECHDATA  SERVICE COMPANY LLC.,53
"HM HEALTH SOLUTIONS, INC.",53
"EBAY ENTERPRISE, INC.",52
"CIBER, INC.",52
KPMG LLP,51
GEISINGER CLINIC,51
NIIT TECHNOLOGIES LIMITED,51
"MARLABS, INC.",50
COGENT INFOTECH CORPORATION,50
CGI TECHNOLOGIES AND SOLUTIONS INC.,50
"EPAM SYSTEMS, INC",49
BENECIAS LLC,48
"ANSYS, INC.",47
ISYNC SOLUTIONS INC,47
HM HEALTH SOLUTIONS INC.,45
IMS HEALTH INCORPORATED,45
"LUTRON ELECTRONICS CO., INC.",44
"CEREBRA CONSULTING, INC.",43
"INFOYUGA TECHNOLOGIES, INC.",43
"GALLOP SOLUTIONS, INC.",42
"ISYNC SOLUTIONS, INC.",41
LODESTAR CONSULTING LLC,41
"ACCION LABS US, INC.",41
"VISIONET SYSTEMS, INC.",41
"KVK-TECH, INC.",41
GLAXOSMITHKLINE LLC,40
"UBER TECHNOLOGIES, INC.",39
"THE PNC FINANCIAL SERVICES GROUP, INC.",39
GRASSROOT TECHNOLOGIES INC.,39
E-DATA EXPERTS INC,39
