employer,num_workers
"UNIVERSITY OF NEVADA, RENO",70
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,59
CAPGEMINI AMERICA INC,38
WIPRO LIMITED,38
"BALLY GAMING, INC.",34
BALLY GAMING INC.,32
"TECH MAHINDRA (AMERICAS),INC.",23
VERTISYSTEM INC,23
IGT,22
GAMEJAVA CREATIVE INC,21
"UNIVERSITY OF NEVADA, LAS VEGAS",19
"TESLA MOTORS, INC.",19
"MGM RESORTS INTERNATIONAL OPERATIONS, INC.",17
ALLEGIANT TRAVEL COMPANY,15
"ZAPPOS IP, INC.",15
"IBS SOFTWARE SERVICES AMERICAS, INC.",13
IGATE TECHNOLOGIES INC.,11
IBM CORPORATION,10
NEWMONT USA LIMITED,10
INFOSYS LIMITED,10
HEALTHCARE PARTNERS MEDICAL GROUP (COATS) LTD,9
"CAESARS ENTERPRISE SERVICE, LLC",9
GLOBAL EXPERIENCE SPECIALISTS,9
SCIENTIFIC GAMES CORPORATION,8
"BESSLER, M.D., PLLC",8
"HCL AMERICA, INC.",8
ERNST & YOUNG U.S. LLP,7
"VARIAN MEDICAL SYSTEMS, INC.",7
DELOITTE CONSULTING LLP,7
DELOITTE & TOUCHE LLP,6
DELOITTE TAX LLP,6
BARRICK GOLDSTRIKE MINES INC.,6
MICROSOFT CORPORATION,6
ORMAT NEVADA INC.,6
NEVADA POWER COMPANY,6
NIIT TECHNOLOGIES LIMITED,5
SELLING SOURCE LLC,5
INVICKTUS INC,5
"PROGRESSIVE CONSTRUCTION, INC.",5
AMAZON.COM.KYDC LLC,5
PROGRESS SOLUTIONS INC,5
"CA GROUP, INC.",4
BARCLAYS SERVICES LLC,4
"FIELDEN, HANSON, ISAACS, MIYADA, ROBISON, YEH, LTD.",4
"ADVANCED TECHNOLOGY LABORATORIES, INC.",4
"GINKGO, LLC",4
MOUNT GRANT GENERAL HOSPITAL,4
INTUIT INC.,4
"TECH MAHINDRA (AMERICAS), INC.",4
"14A INFO TECH, INC.",4
NINYO & MOORE,4
INNOVATE SOLUTIONS INC,4
"CAESARS ENTERPRISE SERVICES, LLC",4
"INPATIENT CONSULTANTS OF NEVADA, INC.",4
DURAFLEX INTERNATIONAL CORP.,4
FULL SPECTRUM LASER LLC,4
"COMPUNNEL SOFTWARE GROUP, INC.",4
"CHETU, INC.",4
"ZAPPOS.COM, INC.",4
"ARISTOCRAT TECHNOLOGIES, INC.",4
MGM RESORTS INTERNATIONAL,3
INFOMATICS CORP,3
INFOSYTECH SOLUTIONS INC.,3
"PRITCHETT EYE CARE, INC",3
PURESOFTWARE CORP,3
"QUEST GLOBAL SERVICES-NA, INC",3
"ECIFM SOLUTIONS, INC.",3
RENOWN HEALTH,3
CHEN AND CAO LLC,3
ITG VOMA CORP,3
"BARRICK GOLD OF NORTH AMERICA, INC.",3
KOLLASOFT INC.,3
ACCENTURE LLP,3
"BIO-MEDICAL SERVICES, INC.",3
"SRK CONSULTING (U.S.), INC.",3
BIRLASOFT INC,3
"SUNERA TECHNOLOGIES, INC",3
LV.NET LLC,3
APEX HEALTH CARE PROFESSIONALS INC,3
"CYRIL OVUWORIE, M.D., P.C.",3
HAPPIEST MINDS TECHNOLOGIES PRIVATE LTD.,3
"WYNN LAS VEGAS, LLC",3
HEALTH PLAN OF NEVADA INC.,3
ZITAN TECHNOLOGIES LLC,3
"CHARLES RIVER LABORATORIES, INC.",2
KLONDEX MINES LTD,2
SHIFT4 CORPORATION,2
"AFIY TECHNOLOGIES ,INC.",2
APPLICATIONS SOFTWARE TECHNOLOGY CORPORATION,2
KOS PARTNERS INC,2
SILVER STANDARD US SERVICES INC.,2
IT AMERICA INC,2
RIETZ CONSULTING INC.,2
LANCO GLOBAL SYSTEMS INC,2
"NATURALLY PLUS USA, INC.",2
SMS SOFTWARE HOLDINGS LLC,2
SOLARCITY CORPORATION,2
RETAIL BUSINESS SOLUTIONS LLC,2
"LAS VEGAS RESORTS HOLDING, LLC",2
CONCRETE VALUE CORP OF NEVADA,2
LAS VEGAS SANDS CORPORATION,2
LAS VEGAS SANDS LLC,2
SOUTHERN NEVADA ADULT MENTAL HEALTH SERVICES,2
"LAUREATE EDUCATION, INC.",2
SPA ENTERPRISE SERVICES INC.,2
LAW HUANG INTERNATIONAL LTD,2
DIAMOND RESORTS CENTRALIZED SERVICES COMPANY,2
"WIRELESS TECHNOLOGY SERVICES, LLC",2
STARPOINT SOLUTIONS,2
"LHOIST NORTH AMERICA OF ARIZONA, INC.",2
HCL GLOBAL SYSTEMS INC,2
"SUMMIT INVESTMENT SERVICES, LLC",2
"HEALTH DATA INSIGHTS, INC.",2
SUNRISE CHILDREN'S FOUNDATION,2
SUNSTATE COMPANIES LLC,2
RESORTCOM INTERNATIONAL LLC,2
BLUE CLOUD TECHS CORP,2
BMM NORTH AMERICA INC,2
HUMBOLDT GENERAL HOSPITAL,2
"AMERICAN UNIT, INC",2
"GENESIS ELDERCARE REHABILITATION SERVICES, LLC",2
81DOC.COM INC,2
EDULOKA LIMITED,2
RBSM LLP,2
"TECH RAKERS, INC.",2
"ARUZE GAMING AMERICA, INC.",2
"TECHDATA SERVICE COMPANY, LLC.",2
"AORTA TECHNOLOGIES, INC.",2
"GERBERA TECHNOLOGIES, INC.",2
HEALTHSOUTH REHABILITATION HOSPITAL OF LAS VEGAS,2
RAVEN ELECTRONICS CORPORATION,2
CREDIT ONE BANK,2
"RANDSTAD TECHNOLOGIES, LP",2
"RAJA S. MEHDI, MD, PLLC",2
"ATKINS NORTH AMERICA, INC.",2
"GLOTEL, INC.",2
"THE PLASTIC SURGERY GROUP OF CENTRAL ILLINOIS, LTD",2
"MGM GRAND HOTEL, LLC",2
"NEVADA HEALTH CENTERS, INC.",2
"ATLANTIC TELE-NETWORK, INC.",2
"3PEA INTERNATIONAL, INC.",2
"PROFICIENT BUSINESS SYSTEMS, INC.",2
TRIQUETRA PROFESSIONAL SOLUTIONS,2
CYBERMASS SOLUTIONS INC,2
UIS CONSULTING LLC,2
NEVADA-UTAH CONFERENCE OF SEVENTH-DAY ADVENTISTS,2
"UNICORN TECHNOLOGIES, LLC",2
"MINING, ROCK EXCAVATION AND CONSTRUCTION LLC",2
"GOVERNMENT SYSTEMS TECHNOLOGIES, INC.",2
CAPITAL ONE SERVICES II LLC,2
"INNOVA TECHNOLOGIES, INC.",2
UNMANNED SYSTEMS INCORPORATED,2
INKSYSTEM LLC,2
"MOON JAE YU, CPA, CHTD",2
PARTNERWEEKLY LLC,2
PARLE INNOVATION INC,2
"ADVANTECS GROUP, INC",2
"VEGAS.COM, LLC",2
MOXIE IT SOLUTIONS INC,2
VENSAI TECHNOLOGIES INC.,2
VENSIT CORP,2
MUELLER CO. LLC,2
CAESARS ENTERPRISE SERVICES LLC,2
"CANTOR FITZGERALD, LP",2
DELOITTE &AMP; TOUCHE LLP,2
HAWS CORPORATION,2
VINEBURG MACHINING INC.,2
WEBILENT TECHNOLOGY INC,2
WEBZION L.L.C,2
"NAJSOFT, INC.",2
JERRITT CANYON GOLD LLC,2
SAMBALATTE BOCA PARK LLC,2
JACOBS ENGINEERING GROUP INC.,2
SAMCO BEAUTY SUPPLIES INC.,2
SAPIENT CORPORATION,2
"ARISTOCRAT TECHNOLOGIES, INC",2
RSR UNLIMITED INC.,2
FALCON NANO INC.,2
"ITECH US, INC.",2
ROSEMAN UNIVERSITY OF HEALTH SCIENCES,2
CLEVELAND CLINIC,2
"ARIA RESORT AND CASINO, LLC",2
"SELSOFT, INC.",2
"MILLENNIUM INTEGRATED SERVICES 2000, INC.",1
MINDLEASE INC,1
"MOGOTXT, INC.",1
"MOLTEN U.S.A., INC.",1
MORSE HYDRAULICS CORPORATION,1
"MUFUMBO LABS, INC.",1
"MWH GEO-SURVEYS INTERNATIONAL, INC.",1
"NAJSOFT, INC",1
NANO-LUX,1
NCLAB,1
"NELLIS HOSPITALITY, LLC.",1
NEPHROLOGY & ENDOCRINE ASSOCIATES INC,1
NEPTUNE COATINGS CORPORATION,1
NEUMERIC TECHNOLOGIES CORPORATION,1
"NEW MILLENNIUM BUILDING SYSTEMS, LLC",1
"NEWCOM, INC.",1
NIIT TECHNOLOGIES INC.,1
NORGREN KLOEHN INC.,1
"NORTHEASTERN NEVADA PHYSICIAN PRACTICES, LLC",1
"NORTHERN NEVADA MEDICAL GROUP, LLC",1
NYAK RESOURCES INC.,1
O'CONNOR CONSTRUCTION MANAGEMENT INC.,1
"OASIS MEDICAL ASSOCIATES, INC.",1
ONLINE TECH STORES LLC,1
OPUSING LLC,1
"ORACLE AMERICA, INC.",1
"ORIGIN CONSULTING, LLC",1
ORTHO PRO OF RENO,1
ORTHOPRO,1
"ORTHOPRO OF RENO, INC",1
OS OPERATIONS INC.,1
PARADIGM TOOL AND DIE LLC,1
PEDIATRIC SURGERY ASSOCIATES,1
"PERFECT PINT, LLC",1
"PERFICIENT, INC.",1
PERIGON INFOTECH INC,1
"PERPETUAL HELP CONSULTING & MANAGEMENT, INC.",1
PINNACLE ENTERTAINMENT,1
PLAYTIKA HOLDINGS LLC,1
PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,1
PRIDE MOBILITY PRODUCTS CORPORATION,1
"PROSOFT TECHNOLOGY GROUP, INC.",1
QUALITY MATRIX INC,1
"QUEST IT SOLUTIONS, INC",1
"QURESHI/AL-OWIR, PLLC",1
"RELIABLE SOFTWARE RESOURCES, INC.",1
"REMARK MEDIA, LLC",1
RENO ENGINEERING CORPORATION,1
RENO RADIOLOGICAL ASSOCIATES,1
RENOWNED CORP,1
RISING DIGITAL CORPORATION,1
"ROBERT A BESSLER, MD, PLLC",1
ROBINSON NEVADA MINING COMPANY,1
"ROCKWOOD LITHIUM, INC.",1
ROSEMAN UNIVERSITY OF HEALTH SCIENCES.,1
"ROYAL GLOBAL, INC.",1
"RUBY SEVEN STUDIOS, INC.",1
"S & S FUELS, LLC",1
S. DESIMONE ENGINEERS L.L.C.,1
SAILFIN TECHNOLOGIES INC,1
"SAINT MARY'S MEDICAL GROUP, INC.",1
"SAMBALATTE BOCA PARK, LLC",1
SATURN INFOTECH INC,1
SATURN INFOTECH INC.,1
SAVE MART SUPERMARKETS,1
SCHRILL TECHNOLOGIES INC.,1
SELCO PRODUCTS CO.,1
SERVESYS CORPORATION,1
"SERVICE ORIENTED SOLUTIONS, LLC",1
SIERRA NEVADA COLLEGE,1
SIERRA PACIFIC POWER COMPANY,1
SIERRA PACKAGING & CONVERTING LLC,1
"SILVERTON CASINO, LLC",1
"SLICKDEALS, LLC",1
SLK AMERICA INC.,1
"SMART WORKS, LLC",1
"SOLDEN SERVICES, INC.",1
"SOLUTIONS 4EARTH, LLC",1
SOUTH LAS VEGAS MEDICAL INVESTORS LIMITED PARTNERSHIP,1
"SOUTH LYON HEALTH CENTER, INC.",1
SOUTH LYON MEDICAL CENTER,1
SOUTWEST ELECTRITECH SERVICES LLC,1
SPARTAN SOLUTIONS,1
SPARTAN SOLUTIONS INC,1
STEELMAN PARTNERS,1
SUDHI INFOMATICS INC,1
"SUNSTORM GAMES, LLC",1
SYSTEM SOFT TECHNOLOGIES LLC,1
SYSTIME COMPUTER CORPORATION,1
"TANEY ENGINEERING, INC.",1
"TANGO MANAGEMENT CONSULTING, INC",1
TANVI IT SOLUTIONS INC,1
"TECH TAMMINA, LLC",1
