employer,num_workers
"LOS ALAMOS NATIONAL SECURITY, LLC",80
"BENEFITALIGN, LLC",70
PRESBYTERIAN HEALTHCARE SERVICES,46
GALLUP MCKINLEY COUNTY PUBLIC SCHOOLS,42
"SPERIDIAN TECHNOLOGIES, LLC",40
UNIVERSITY OF NEW MEXICO HEALTH SCIENCES CENTER,30
UNIVERSITY OF NEW MEXICO,27
INFOSYS LIMITED,26
NEW MEXICO STATE UNIVERSITY,24
"HEALTH CAROUSEL, LLC",21
"MANAGEMENT HEALTH SYSTEMS, INC.",16
SIERRA VISTA HOSPITAL,16
NEW MEXICO INSTITUTE OF MINING & TECHNOLOGY,15
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,15
DEMING PUBLIC SCHOOLS,14
SANDIA CORPORATION,12
"NMC, INC.",12
"APOGEE MEDICAL GROUP, NEW MEXICO, INC",12
ZUNI PUBLIC SCHOOL DISTRICT #89,11
"GLOBAL TOUCHPOINTS, INC. DUNS# 13-8058305",11
CENTRAL CONSOLIDATED SCHOOL DISTRICT,10
THE MIND RESEARCH NETWORK,9
"LA CLINICA DE FAMILIA, INC.",8
NEW MEXICO HIGHLANDS UNIVERSITY,8
BVM TECHNOLOGY ASSOCIATES INC,8
"SMILESFOREVER, LLC",8
TECHNOSOFT CORPORATION,7
"MASOUD KHORSAND-SAHBAIE, M.D., P.A.",7
"APOGEE MEDICAL GROUP, NEW MEXICO, INC.",7
DELOITTE CONSULTING LLP,6
SOFAST,6
"THIRTHASOFT,LLC",6
WESTERN NEW MEXICO UNIVERSITY,5
"HOSPITALIST MEDICINE PHYSICIANS OF TEXAS, PLLC",5
"FLOW SCIENCE, INC.",5
FAST ENTERPRISES LLC,5
FAMILIA DENTAL HOB LLC,5
EASTERN NEW MEXICO UNIVERSITY,5
NOR-LEA HOSPITAL DISTRICT,4
CENTRAL CONSOLIDATED SCHOOL DISTRICT #22,4
"UNITED SUPERMARKETS, LLC",4
UPLIFT COMMUNITY SCHOOL,4
"CIBER, INC.",4
ESPANOLA PUBLIC SCHOOLS,4
FAMILIA DENTAL ROS LLC,4
NM PUBLIC EDUCATION DEPARTMENT,4
BEN ARCHER HEALTH CENTER,4
FAMILIA DENTAL CLOVIS LLC,4
SANTA FE  PUBLIC SCHOOLS,4
MINERS' COLFAX MEDICAL CENTER - STATE OF NEW MEXICO,4
NATIONAL RADIO ASTRONOMY OBSERVATORY,4
SUNCORE PHOTOVOLTAICS INC.,3
COWRY HEALTH LLC,3
"CUBIC TECHNOLOGIES, LLC",3
"ITRACE FOUNDATION, INC.",3
KMART CORPORATION,3
KPMG LLP,3
LUNG SPECIALISTS OF LAS CRUCES,3
MROWL.COM INC.,3
"PERFICIENT, INC.",3
"PROFICIENT BUSINESS SYSTEMS, INC.",3
"RISKSENSE,INC.",3
ROOSEVELT GENERAL HOSPITAL,3
ROSWELL ISD,3
SAN JUAN REGIONAL MEDICAL CENTER,3
TRILUMINA CORPORATION,3
"V-SOFT CONSULTING GROUP, INC",3
PIERAN LLC,2
INTREPID POTASH - NEW MEXICO LLC,2
PNMR SERVICES COMPANY,2
FREEPORT-MCMORAN CHINO MINES COMPANY,2
SOUTHWEST LABS,2
SOUTHWEST MEDICAL,2
SOUTHWEST RESEARCH AND INFORMATION CENTER,2
"AGREEYA SOLUTIONS, INC.",2
"BEASLEY, MITCHELL & CO. LLP",2
STATE OF NEW MEXICO,2
"WEI-CHUAN U.S.A., INC.",2
"STERLING 5, INC.",2
GLAMAN TECH INC,2
ARTESIA GENERAL HOSPITAL,2
"IT RESOURCES, INC.",2
"GLAMAN TECH, INC",2
"ITRACE FOUNDAITON, INC.",2
TATA CONSULTANCY SERVICES LIMITED,2
"ABQ BESTCARE PHARMACY 1, LLC",2
RMS FOODS INC.,2
ARRAY TECHNOLOGIES INC.,2
NEW MEXICO TAXATION AND REVENUE DEPARTMENT,2
ROSS INSTITUTE D/B/A THE ROSS SCHOOL,2
WIPRO LIMITED,2
TEN THOUSAND WAVES INC,2
CH'OOSHGAI COMMUNITY SCHOOL,2
RUIDOSO MUNICIPAL SCHOOL DISTRICT,2
GLOBAL SPECTRUM/LEA COUNTY EVENT CENTER,2
"SAGITEC SOLUTIONS, LLC",2
"JACKSON THERAPY PARTNERS HOLDINGS, LLC",2
WOODS CROSS INVESTMENTS LLC,2
UNION COUNTY GENERAL HOSPITAL,2
HCL GLOBAL SYSTEMS INC,2
ABQ HEALTHCARE PARTNERS,2
MCCURDY CHARTER SCHOOL,2
CORPORATE COMPUTER SOLUTIONS LLC,2
"ABQ HEALTH PARTNERS, LLC",2
"INDUS VALLEY CONSULTANTS, INC.",2
"HDR ENGINEERING, INC.",2
DATA SYSTEMS INTEGRATION GROUP INC.,2
"LAS CRUCES PHYSICIAN PRACTICE, LLC",2
"OPENEYE SCIENTIFIC SOFTWARE, INC.",2
CARLSBAD MEDICAL CENTER LLC,2
HIDALGO MEDICAL SERVICES,2
MPG OPERATIONS LLC,2
"SIERRA HEALTH CARE, INC.",2
INTEL CORPORATION,2
"KLINGER CONSTRUCTORS, LLC",2
"LINCOLN TECHNOLOGY SOLUTIONS, LLC",2
ABBOTT LABORATORIES,1
KOLLASOFT INC.,1
"V.L.S SYSTEMS, INC",1
KS2 NM PC,1
LA CASA DE BUENA SALUD,1
LA CASA DE BUENA SALUD INC,1
"LA CASA DE BUENA SALUD, INC",1
"LA CASA DE BUENA SALUD, INC.",1
LA CASA FAMILY HEALTH CENTER,1
"BHC MESILLA VALLEY HOSPITAL, LLC",1
"LA CLINICA DE FAMILIA, INC.,",1
LA FAMILIA PRIMARY CARE PC,1
"LAS CRUCES PHYSICIAN PRACTICES, LLC",1
LEA COUNTY DENTAL LC,1
LEAD IT CORPORATION,1
LECTROSONICS INC,1
"LITEPOINT CORPORATION, A TERADYNE COMPANY",1
LONGWORTH GALLERY LLC,1
LOVELACE BIOMEDICAL & ENVIRONMENTAL RESEARCH INSTI,1
LOVELACE MEDICAL GROUP,1
LOVING MUNICIPAL SCHOOLS,1
VISIONQUEST BIOMEDICAL LLC,1
AXIS SPECIALTY U.S. SERVICES INC,1
"MANDALA MEDICINE, LLC",1
AVANT HEALTHCARE PROFESSIONALS,1
MASTEREX TECHNOLOGIES INC.,1
MIIT SOLUTIONS INC,1
"ASTUTE, INC.",1
MIZKAN AMERICA,1
"MOBILECOMM PROFESSIONALS, INC.",1
"MOUNTAIN VIEW IMAGING ASSOCIATES, PC",1
"W.A. GROUP, P.C.",1
ASSOCIATION OF UNIVERSITIES FOR RESEARCH IN ASTRONOMY,1
NAVAJO TECHNICAL UNIVERSITY,1
NEW MEXICO ASIAN FAMILY CENTER,1
NEW MEXICO CANCER CARE ASSOCIATES P.C.,1
NEW MEXICO HEART INSTITUTE,1
"ASCENDUM SOLUTIONS, LLC",1
NEW MEXICO JUNIOR COLLEGE,1
NEW MEXICO MILITARY INSTITUTE,1
NEW MEXICO SCHOOL FOR THE DEAF,1
"APRENDAMOS INTERVENTION TEAM, PA",1
"ANTELOPE SALES & SERVICE, INC.",1
NMSU WATER RESOURCE RESEARCH INSTITUTE,1
NMSU/COLLEGE OF EDUCATION,1
"NOBLE & VRAPI, P.A.",1
"ANGEL FIRE RESORT OPERATIONS, LLC",1
NORTHERN NEW MEXICO COLLEGE,1
"OAKWOOD SOFTWARE INSURANCE SOLUTIONS, LLC",1
"PARSONS BRINCKERHOFF, INC",1
"PECOS VALLEY OF NEW MEXICO, LLC",1
PEPPERMINT DENTAL - MONTGOMERY LLC,1
"WEB YOGA, INC.",1
PHC-LOS ALAMOS INC.,1
"PHC-LOS ALAMOS, INC.",1
PITNEY BOWES INC.,1
POPULUS GROUP LLC,1
AMERICAN APPRAISAL CORPORATION,1
PULAKOS CPAS PC,1
"REHABCARE GROUP EAST, INC.",1
"RELIANT PRO REHAB, LLC",1
"RIO PECOS MEDICAL ASSOCIATES, LTD",1
"RISKSENSE, INC.",1
ROBUSTWARE INC.,1
"WIDGET TECHNOLOGIES, INC.",1
RUBIKTEK INC,1
RUIDOSO MUNICIPAL SCHOOLS,1
SAN JUAN ONCOLOGY ASSOCIATES PC,1
ALHAMBRA INC,1
SANDIA NATIONAL LABORATORIES,1
SANDYA SURGICAL ASSOCIATES,1
ALBUQUERQUE PUBLIC SCHOOL DISTRICT,1
SANTA FE COMMUNITY COLLEGE,1
"SANTA FE PHOTOGRAPHIC WORKSHOPS, INC.",1
SANTA FE PUBLIC SCHOOL DISTRICT,1
SCEPTER TECHNOLOGIES INC,1
"SHIVSIDDHI, INC.",1
"ALBANY MOLECULAR RESEARCH, INC.",1
SKILLSIGHT INC.,1
"SKORPIOS TECHNOLOGIES, INC.",1
"AKT, LLC.",1
"AIR INTERNATIONALE, LLC",1
SOURCE MANTRA INC.,1
SOUTHWEST CHEESE COMPANY LLC,1
ST. VINCENT HOSPITAL,1
STATE OF NEW MEXICO (NM PUBLIC EDUCATION DEPARTMENT),1
"STRATEGIC IT EXPERTS, LLC",1
9TO9 SOFTWARE SOLUTIONS LLC,1
"SUNEDISON, INC.",1
SUPERIOR SOFTWARE & TECHNOLOGY SOLUTIONS LLC,1
T.Y. LIN INTERNATIONAL,1
TECHNOLOGY CONSULTANTS INC,1
"AGILITY TECHNOLOGIES, LLC",1
TECHSTAR CONSULTING INC,1
"TEK SERVICES, LLC",1
"TEK STAFFING, INC.",1
TEKORG INC,1
"AGAPE PAIN MANAGEMENT & ANESTHESIA, LLC",1
ADAEQUARE INC,1
THOMAS & BETTS CORPORATION,1
YI LIN MEDICAL CENTER INC.,1
TRUCARE DENTAL GROUP,1
ULTRAMAIN SYSTEMS INCORPORATED,1
ABQMR INC.,1
"CORNERSTONE DENTAL SPECIALTIES, INC",1
"CRUMBACHER BUSINESS SYSTEMS, INC.",1
UNIVERSITY OF THE SOUTHWEST,1
"DEB PHYSICIAN SERVICES, INC.",1
DELOITTE & TOUCHE LLP,1
"CONSENSUS PLANNING, INC.",1
"COMTRIX SOLUTIONS, INC.",1
DEVON ENERGY CORPORATION,1
"DNA ELECTRONICS, INC.",1
DR. DENTAL OF NEW MEXICO,1
DUGAN PRODUCTION CORPORATION,1
DULCE INDEPENDENT SCHOOL DISTRICT #21,1
DUKE CITY SPORTS ENTERTAINMENT GROUP,1
"DVR SOFTEK, INC",1
COMPETITIVE COMPUTER INFORMATION TECHNOLOGIES INC,1
"ECLIPSE AEROSPACE, INC.",1
"EDUCATION FUTURES GROUP, LLC",1
ERNST & YOUNG U.S. LLP,1
ERNST &AMP; YOUNG U.S. LLP,1
"COMMUNITY ACTION AGENCY OF SO. NEW MEXICO, INC.",1
"FAMILIA DENTAL CARLSBAD, LLC",1
CODE ACE SOLUTIONS INC,1
CNET GLOBAL SOLUTIONS INC,1
"CIBOLA GENERAL HOSPITAL, INC.",1
"FARMINGTON OPERATIONS, LLC",1
CIBOLA GENERAL HOSPITAL CORPORATION,1
FIDELITY EMPLOYERS SERVICES LLC,1
"FIREEYE, INC.",1
"CHAVEZ-GRIEVES CONSULTING ENGINEERS, INC.",1
