employer,num_workers
IBM INDIA PRIVATE LIMITED,223
"COMTEC CONSULTANTS, INC.",169
LOUISIANA STATE UNIVERSITY AND A & M COLLEGE,62
THE ADMINISTRATORS OF THE TULANE EDUCATIONAL FUND,44
LSU HEALTH SCIENCES CENTER,41
INFOSYTECH SOLUTIONS INC.,40
LSU HEALTH SCIENCES CENTER/NEW ORLEANS,40
ACCENTURE LLP,34
IGATE TECHNOLOGIES INC.,32
CGI TECHNOLOGIES AND SOLUTIONS INC.,31
UNIVERSITY OF LOUISIANA AT LAFAYETTE,27
CAPGEMINI AMERICA INC,27
TECH MAHINDRA TECHNOLOGIES INC.,24
TATA CONSULTANCY SERVICES LIMITED,24
"S. TAHSEEN RAB, M.D., APLLC",22
LORVEN BPM TECHNOLOGIES LLC,21
OCHSNER CLINIC FOUNDATION,20
THE ADMINISTRATORS OF THE TULANE EDUCATION FUND,19
"TECH MAHINDRA (AMERICAS),INC.",18
LOUISIANA HEALTH SERVICE AND INDEMNITY CO.,16
CDRP TECHNOLOGIES LLC,16
SCHLUMBERGER TECHNOLOGY CORPORATION,16
L&T TECHNOLOGY SERVICES LIMITED,15
IBM CORPORATION,15
"PERFICIENT, INC.",13
"BIZCLOUD ANALYTICS, INC.",13
"HCL AMERICA, INC.",13
ERNST & YOUNG U.S. LLP,13
IPLANNER INC,12
LOUISIANA TECH UNIVERSITY,12
"AMSPEC, LLC",11
"OUR LADY OF THE LAKE PHYSICIAN GROUP, LLC",11
LARSEN & TOUBRO INFOTECH LIMITED,11
DELOITTE CONSULTING LLP,10
"INTRALOX, LLC",10
ENTERGY OPERATIONS INC,10
"ENTERGY SERVICES, INC",10
"PEDIATRIC GROUP OF ACADIANA, LLC",10
"BYRD MEDICAL CLINIC, INC.",9
SHELL EXPLORATION AND PRODUCTION COMPANY,9
"OUR LADY OF THE LAKE ASCENSION, LLC",9
LSU AGRICULTURAL CENTER,9
INTERNATIONAL SCHOOL OF LOUISIANA,8
"SEASIDE HCBS, LLC",8
"TECHNOLOGY ASSOCIATES, INC.",8
"GLOBALSTAR, INC.",7
"CHENIERE ENERGY, INC.",7
MCNEESE STATE UNIVERSITY,7
INFOSYS LIMITED,7
CGI FEDERAL INC.,7
LAFAYETTE PARISH SCHOOL SYSTEM,7
SYNTEL CONSULTING INC.,7
"WILLIS KNIGHTON MEDICAL CENTER, INC.",6
"TECH MAHINDRA (AMERICAS), INC.",6
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,6
JACOBS ENGINEERING GROUP INC.,6
EAST BATON ROUGE PARISH SCHOOL SYSTEM,6
"CENTURYTEL SERVICE GROUP, LLC",6
"AGILITY TECHNOLOGIES, LLC",6
UNIVERSITY OF NEW ORLEANS,6
CADDO PARISH SCHOOL BOARD,6
"ENQUERO, INC.",6
"SHAW SERVICES, LLC",5
SHELL INTERNATIONAL EXPLORATION AND PRODUCTION INC.,5
NUCOR STEEL LOUISIANA LLC,5
TECH MAHINDRA (AMERICAS) INC.,5
"NATIONAL HOSPITALIST SERVICES, PC",5
"APOGEE MEDICAL GROUP, LOUISIANA, INC.",5
KEYPIXEL SOFTWARE SOLUTIONS LLC,4
HEADSTRONG SERVICES LLC,4
SYSTEM SOFT TECHNOLOGIES LLC,4
"HALLIBURTON ENERGY SERVICES, INC.",4
"HADIAMONDSTAR SOFTWARE SOLUTIONS, LLC",4
"H&K ENGINEERING, LLC",4
"GIS ENGINEERING, LLC",4
XAVIER UNIVERSITY OF LOUISIANA,4
GENPACT LLC,4
FABER PROFESSIONAL SERVICES,4
EVANGELINE PARISH SCHOOL DISTRICT,4
"ERP ANALYSTS, INC.",4
QWEST CORPORATION,4
VISTA APPLIED SOLUTIONS GROUP INC,4
ADVANCED APPLIED RESEARCH LLC,4
PAN-AMERICAN LIFE INSURANCE COMPANY,4
CALCASIEU PARISH SCHOOL SYSTEM,4
"MASTECH RESOURCING, INC.",4
LOUISIANA DEPARTMENT OF EDUCATION,4
"AFFINITY HEALTH GROUP, LLC",4
LOUISIANA DELTA COMMUNITY COLLEGE,4
LAFOURCHE PARISH SCHOOL BOARD,4
L C INTERNAL MEDICINE CLINIC LLC,4
KPMG LLP,4
CALCASIEU PARISH SCHOOL BOARD,3
CADDO BOSSIER SOCCER ASSOCIATION,3
URS CORPORATION,3
"NUMBERS ONLY, INC.",3
"OUR LADY OF THE LAKE HOSPITAL, INC.",3
OVERTON BROOKS VA MEDICAL CENTER,3
"BPA TECHNOLOGIES, INC.",3
UST GLOBAL INC,3
PEOPLECORP AMERICA INC.,3
"TAX ADVISORS, LLC",3
HOSPITALIST MEDICINE PHYSICIANS OF TEXAS PLLC,3
"IMPULSE MONITORING, INC.",3
"PERSISTENT SYSTEMS, INC.",3
"POSTLETHWAITE & NETTERVILLE, APAC",3
PRECISION STEEL DESIGN,3
SOUTHERN UNIVERSITY AND A&M COLLEGE,3
WALGREEN CO.,3
SOUTHERN UNIVERSITY AT NEW ORLEANS,3
SPACKMAN MOSSOP MICHAELS,3
"INDORAMA VENTURES OLEFINS, LLC",3
"ST. FRANCIS MEDICAL GROUP, LLC",3
ST. HELENA PARISH SCHOOL DISTRICT,3
ABB INC.,3
AMDOCS INC.,3
EISH TECHNOLOGIES INC,3
"GALLIANO MARINE SERVICES, LLC",3
AMG TECHNOLOGY LLC,3
"WEEKS MARINE, INC.",3
INTERNATIONAL INSTITUTE FOR EDUCATIONAL & CULT DEV,3
KELLTON TECH INC,3
JETS INTERNATIONAL LLC,3
EDG INC.,3
"COMPUNNEL SOFTWARE GROUP, INC.",3
ECOLE BILINGUE DE LA NOUVELLE-ORLEANS,3
EAST CARROLL PARISH SCHOOL BOARD,3
GRAMBLING STATE UNIVERSITY,3
"WILLIS-KNIGHTON MEDICAL CENTER, INC.",3
IRISNDT INC.,3
GRANITE DEPOT,3
CARDIOLOGY SPECIALISTS OF ACADIANA LLC,3
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",3
"HOSPITAL MEDICINE ASSOCIATES, LLC",3
MADISON PARISH SCHOOL BOARD,3
THE WATER INSTITUTE OF THE GULF,3
MONSANTO COMPANY,3
CB&I INC.,3
"3I INFOTECH, INC.",2
"A. K. SUDA, INC.",2
ADAEQUARE INC,2
"ALMATIS BURNSIDE, LLC",2
"AMERIBLEND, INC.",2
"AMERICAN BIOCARBON CT, LLC",2
AMERICAN BUREAU OF SHIPPING (ABS),2
"AMPIRICAL SOLUTIONS, LLC",2
APPTITUDE,2
"ATCHAFALAYA INTERNAL MEDICINE ASSOCIATES, LLC",2
"BENTLEY SYSTEMS, INCORPORATED",2
BENYOUCEF LLC,2
"BOWMAN SYSTEMS, LLC",2
BYTEWARE INC,2
"CALUMET GP, LLC",2
"CAMERON LNG, LLC",2
CAPITAL REGION PLANNING COMMISSION,2
"CENTRAL CITY MILLWORKS, LLC",2
"CHAMPION TECHNOLOGY SERVICES, INC.",2
"CHARTER GLOBAL, INC.",2
CHENG'S SUPER BUFFET,2
"CHENG'S SUPER BUFFET, INC.",2
CHILDREN'S HOSPITAL,2
CHRISTUS HEALTH,2
CITIUSTECH INC.,2
CITY OF NEW ORLEANS,2
"CITY OF NEW ORLEANS, DEPT. OF PUBLIC WORKS",2
COMPUTECH CAREERS INC,2
CONCORDIA PARISH SCHOOL BOARD,2
"CONTROLLED ENTROPY, INC.",2
CORNERSTONE MUSIC LLC,2
COUNCIL ON ALCOHOL AND DRUG ABUSE,2
CRESCENT BANK AND TRUST,2
CRIF CORPORATION,2
"DATAMETRICS SOFTWARE SYSTEMS, INC",2
"DET NORSKE VERITAS (U.S.A.), INC.",2
DILLARD UNIVERSITY,2
"DIRECT COMBUSTION TECHNOLOGIES, LLC",2
"DUININCK, INC.",2
EAST WEST SYSTEMS INC.,2
"ENGINEERING & INSPECTION SERVICES, LLC",2
"ENTERGY LOUISIANA, LLC",2
"FREEDMAN MEMORIAL CARDIOLOGY, LLC",2
GENERAL HEALTH SYSTEM,2
"GLAZ-TECH INDUSTRIES, INC.",2
"GRANITE DEPOT, LLC",2
"GREMILLION & POU & ASSOCIATES, INC.",2
"H&E EQUIPMENT SERVICES, INC.",2
HCL GLOBAL SYSTEMS INC,2
"HMG PHYSICIANS, L.L.C.",2
"HOSPITALIST MEDICINE PHYSICIANS OF TEXAS, PLLC",2
HYNES CHARTER SCHOOL CORPORATION,2
"IBERIA COMPREHENSIVE COMMUNITY HEALTH CENTER, INC.",2
"IK POWER SYSTEM SOLUTIONS, INC.",2
"ISC SERVICES, LLC",2
"J. WALKER & COMPANY, APC",2
JASON WONCH O.D. AND ASSOCIATES A.P.C.,2
"JASON WONCH, O.D. AND ASSOCIATES A.P.C.",2
JEFFERSON PARISH PUBLIC SCHOOL SYSTEM,2
"JEFFREY CARBO, FASLA, LANDSCAPE ARCHITECTS, L.L.C.",2
KEYSTONE ENGINEERING INC.,2
KUTIR CORPORATION,2
"LAITRAM, LLC",2
LANCESOFT INC.,2
"LFNO, INC.",2
LOUISIANA DEPARTMENT OF HEALTH AND HOSPITALS,2
LOUISIANA STATE DIVISION OF ADMINISTRATION,2
LOUISIANA STATE UNIVERSITY AND A &AMP; M COLLEGE,2
LOUISIANA WORKFORCE COMMISSION,2
LOYOLA UNIVERSITY NEW ORLEANS,2
LSU SYSTEM-PENNINGTON BIOMEDICAL RESEARCH CENTER,2
"MARITECH COMMERCIAL, INC.",2
"NAN YA PLASTICS CORPORATION, AMERICA",2
NORTHWESTERN STATE UNIVERSITY OF LOUISIANA,2
"NTT DATA, INC.",2
"NUVIEW TECHNOLOGIES, INC.",2
"PERFORMANCE CONTRACTORS, INCORPORATED",2
"PHI, INC.",2
PIKE SOLUTIONS INC,2
POPULUS GROUP LLC,2
"PROOFHOUSE, LLC",2
"PVR AMERICA, INC.",2
"RED BALL OXYGEN COMPANY, INC.",2
REICH ASSOCIATES LLC,2
"RELIABLE SOFTWARE RESOURCES, INC.",2
"REMONT ENGINEERING & DESIGN GROUP, LLC",2
"ROBINSON LUMBER COMPANY, INC.",2
"SAMER N ROY MD, LLC",2
