employer,num_workers
"CAPITAL ONE SERVICES, LLC",479
"HEXAWARE TECHNOLOGIES, INC.",407
CAPGEMINI AMERICA INC,367
WIPRO LIMITED,345
DELOITTE CONSULTING LLP,256
INFOSYS LIMITED,213
IBM INDIA PRIVATE LIMITED,179
UST GLOBAL INC,178
ACCENTURE LLP,177
ERNST & YOUNG U.S. LLP,173
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,162
NEXUS IT INC,151
UNIVERSITY OF VIRGINIA,151
TATA CONSULTANCY SERVICES LIMITED,132
UST GLOBAL INC.,127
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",123
AKHSAYA INC,115
ADAEQUARE INC,114
FEDERAL HOME LOAN MORTGAGE CO.,113
"ANTHEM, INC.",109
AKVARR INC,106
DR TECHNOLOGIES INC,98
OSAIR TECHNOLOGIES LLC,96
SQA CONCEPTS INC,91
I-LINK SOLUTIONS INC.,89
VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY,87
IGATE TECHNOLOGIES INC.,87
VALUE CONSULTING LLC,84
NORTH DOME SOLUTIONS,83
ANIRA SOLUTIONS INC,81
EDGEIT CORP,81
TECHNOGEN INC,79
INFOMATICS CORP,79
NAVITAS BUSINESS CONSULTING INC,77
VIRGINIA COMMONWEALTH UNIVERSITY,76
CGI TECHNOLOGIES AND SOLUTIONS INC.,72
"CAPITAL ONE, NATIONAL ASSOCIATION",70
"COMSCORE, INC.",67
IBM CORPORATION,65
GVA INFOTECH INC,62
PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,59
"MASTECH RESOURCING, INC.",58
"SYNECHRON, INC.",57
"IDEXCEL, INC.",56
"RAMSAI SOFTWARE SOLUTIONS, INC",55
"HCL AMERICA, INC.",55
VARNAR INC,54
"HADIAMONDSTAR SOFTWARE SOLUTIONS, LLC.",52
"MICROSTRATEGY, INC.",51
REI SYSTEMS INC.,51
"ANTRA, INC.",50
CAPITAL ONE SERVICES II LLC,49
COSMIC-I LLC,47
OLD DOMINION UNIVERSITY,47
KPMG LLP,46
"ASTA CRS, INC.",46
"STRATEDGE, INC",44
"MICRON TECHNOLOGY, INC.",44
ZILLION TECHNOLOGIES INC.,44
LEVANTURE INC,43
SOFTRAMS LLC,42
DELOITTE & TOUCHE LLP,42
PRICEWATERHOUSECOOPERS LLP,42
SARGA SOLUTIONS INC,41
INFOGEN SOFTWARE INC.,41
SKY SOLUTIONS LLC,40
"DATA CONCEPTS, LLC",40
ANTRA INC.,40
NIVID INFOTECH INC.,40
VALUE SOFTWARE PRODUCTS INC,39
"V-SOFT CONSULTING GROUP, INC",38
"BYTEFIELD, INC.",37
"VT IDIRECT, INC.",37
VCU HEALTH SYSTEM AUTHORITY,36
BUSINESS POINTERS INCORPORATED,36
EVOLENT HEALTH LLC,36
APPLIED PREDICTIVE TECHNOLOGIES,36
SPRINT CORPORATION,35
IDIGITAL INC,35
"COMPUNNEL SOFTWARE GROUP, INC.",35
EMETEORS INC,35
"INTEGRATED TECHNOLOGY SERVICES, INC.",35
"PRIME SOLUTIONS, INC.",34
HOWARD HUGHES MEDICAL INSTITUTE,34
"AMAZON WEB SERVICES, INC.",33
SAPIENT CORPORATION,33
SRK GROUP LLC,33
METANOIA SOLUTIONS INC.,33
SIGMASOFT LLC,32
"BRILLIO, LLC",32
PROSOFT TECHNOLOGIES INC,32
APPTAD INC,32
UNIFIED TECH INC,31
AJACE INC,31
MULTIVISION INC.,31
AMITI CONSULTING INC.,30
THE COLLEGE OF WILLIAM AND MARY,30
"INDUS GROUP, INC.",30
"CVENT, INC.",29
"CVS RX SERVICES, INC.",29
"GENESIS ELDERCARE REHABILITATION SERVICES, INC.",29
GEORGE MASON UNIVERSITY,29
ERNST &AMP; YOUNG U.S. LLP,28
GSSR INC,28
"AOL, INC.",27
SATSYIL CORP,27
"IZEAL, INC.",27
"MARLABS, INC.",27
QUALITY GLOBAL SERVICES INC,27
"BDO USA, LLP",27
CEB INC.,27
TECHSTAR SOLUTIONS INC,26
NEST TECHNOLOGIES CORPORATION,26
"TECH MAHINDRA (AMERICAS),INC.",26
"AMITI CONSULTING, INC",26
HCL GLOBAL SYSTEMS INC,26
MICROSTRATEGY INC.,25
"THIRTHASOFT,LLC",25
HANUSOFT INC,25
"RANDSTAD TECHNOLOGIES, LP",25
"CUBIC TECHNOLOGIES, LLC",25
"APPTAD, INC.",24
PALANTIER INC,24
"NEUSTAR, INC.",24
"CIGITAL, INC.",23
KORE VISION INC,23
DELL MARKETING L.P.,23
COMPUTEK SOULUTIONS INC,23
"TOTAL SYSTEM SERVICES US, INC",23
SIGMA TECH INC.,23
"RELIABLE SOFTWARE RESOURCES, INC.",23
"LANCESOFT, INC.",23
XAVIENT INFORMATION SYSTEMS INC.,23
"VERISIGN, INC.",23
EMC CORPORATION,22
"EXPERIS US, INC.",22
"TUPOIN, INC.",22
VEDICSOFT SOLUTIONS LLC,22
VALUE CONSULTING INC,22
COMPUTER SCIENCES CORPORATION,22
CREATIVE INFORMATION TECHNOLOGY INC.,22
"SUCCESSFACTORS, INC.",22
MAXARY LLC,22
"ORACLE AMERICA, INC.",22
"BIGDATA DIMENSION, INC.",21
OPTIMUM SOLUTIONS INC.,21
VIVSOFT TECHNOLOGIES LLC,21
ERICSSON INC.,21
NIHA TECHNOLOGIES INC,21
"USM BUSINESS SYSTEMS, INC.",21
CARILION MEDICAL CENTER,21
NORTECH NORTH AMERICA INC,20
RIPPLE LLC,20
AMEEX TECHNOLOGIES CORP.,20
"VIGNA SOLUTIONS, INC.",20
E-TRAIN ERP INC,20
DELOITTE TAX LLP,20
"ISTREAM SOLUTIONS, INC.",20
"THE ATHENE GROUP, LLC",20
INTONE NETWORKS INC.,19
SIRI INFOSOLUTIONS INC.,19
ASURION LLC,19
"HADIAMONDSTAR SOFTWARE SOLUTIONS, LLC",19
COVALENSE TECHNOLOGIES LLC,19
EKUBER VENTURES INC,19
"COMCAST CABLE COMMUNICATIONS, LLC",19
CONSULT AMERICA INC,19
ARTHUR GRAND TECHNOLOGIES INC,19
"TELEWORLD SOLUTIONS, INC.",19
LEVANTURE INC.,19
"AMPCUS, INC.",18
VIRGINIA TRANSFORMER CORPORATION,18
MOXIE IT SOLUTIONS INC,18
ARUSTECHNOLOGY INTERNATIONAL INC,18
"TECHNAMO, LLC",18
"M.C. DEAN, INC.",18
"SYNAPTEIN SOLUTIONS, INC.",18
DFUSE TECHNOLOGIES INC,18
SYNEREN TECHNOLOGIES CORPORATION,18
DELOITTE TRANSACTIONS AND BUSINESS ANALYTICS LLP,18
AMDOCS INC.,18
RESILIENCE SOFTWARE SOLUTIONS INC,18
"GLOBALGATE IT SOLUTIONS, LLC",18
MINDTREE LIMITED,18
"PERSISTENT SYSTEMS, INC.",18
"WAL-MART ASSOCIATES, INC.",18
SANN IT SOLUTIONS,18
VISTA APPLIED SOLUTIONS GROUP INC,17
"DISYS SOLUTIONS, INC.",17
PEOPLE TECH GROUP INC.,17
OPULENTSOFT LLC,17
APPTAD INC.,17
VERIZON DATA SERVICES LLC,16
ALLWYN CORPORATION,16
TECHNOGEN INC.,16
SUPREMESOFT CORPORATION,16
MPHASIS CORPORATION,16
"INOVANT, LLC",16
MICROSTRATEGY SERVICES CORPORATION,16
"GRANULES PHARMACEUTICALS, INC.",16
PIONEER GLOBAL INC,16
"AMDOCS, INC.",16
"CSR INFOTECH, INC.",15
"GENESIS ELDERCARE REHABILITATION SERVICES, LLC",15
USR SYSTEMS,15
EASTERN VIRGINIA MEDICAL SCHOOL,15
ISOFTECH INC,15
APLOMB TECHNOLOGIES INC,15
CEREBRUM SOFTWARE SOLUTIONS INC,15
HALVIK CORP,15
ALARM.COM INCORPORATED,15
"SOFTTHINK SOLUTIONS, INC.",15
USS SOFTWARE GROUP INC,15
ULAB INC,15
"GLOBALLOGIC,INC.",15
"ICF INCORPORATED, LLC",15
"ASURION, LLC",15
"US SOFTWARE & CONSULTING, INC.",15
SYSTEM SOFT TECHNOLOGIES LLC,15
JAMES MADISON UNIVERSITY,14
CYRET TECHNOLOGIES INC.,14
MAVEN INC,14
AMAZON CORPORATE LLC,14
"FIREEYE, INC.",14
PVK CORPORATION,14
MASTER INFORMATIX SYSTEMS INC,14
"NTT DATA, INC.",14
"AMERICAN INFOSYS, INC",14
OLD DOMINION UNIVERSITY RESEARCH FOUNDATION,14
CROSSCOUNTRY CONSULTING LLC,14
MULTIVISION LLC,14
OPENMIND SYSTEMS INC,14
"CLUTCHPOINT, LLC",14
"HOBSONS, INC.",14
"OPOWER, INC.",14
"3I INFOTECH, INC.",14
"ENTERPRISE BUSINESS SOLUTIONS, INC.",14
"CONCEPTS INFORMATION TECHNOLOGY, INC",14
"RAMSAI SOFTWARE SOLUTIONS,INC",14
CAPITAL INFOTECH INC,14
AOL INC.,14
"NESS USA, INC.",14
"NETVISION RESOURCES, INC",14
TRIANZ CONSULTING INC.,13
ADVANCE AUTO BUSINESS SUPPORT LLC,13
HYLEE LLC,13
