employer,num_workers
TATA CONSULTANCY SERVICES LIMITED,486
INFOSYS LIMITED,481
CAPGEMINI AMERICA INC,355
WIPRO LIMITED,351
ACCENTURE LLP,317
MAYO CLINIC,249
IBM INDIA PRIVATE LIMITED,247
UNIVERSITY OF MINNESOTA,212
"TARGET ENTERPRISE, INC.",176
CUMMINS INC.,125
L&T TECHNOLOGY SERVICES LIMITED,106
IGATE TECHNOLOGIES INC.,102
DELOITTE CONSULTING LLP,101
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,100
"MEDTRONIC, INC.",83
"HEXAWARE TECHNOLOGIES, INC.",78
"HCL AMERICA, INC.",65
VIRTUAL MATRIX CORPORATION,64
"OPTUM SERVICES, INC.",62
OCTAHEDRON LLC,56
"V-SOFT CONSULTING GROUP, INC",55
OASYS TECHNOLOGIES INC,53
ERNST & YOUNG U.S. LLP,52
"AMERIPRISE FINANCIAL, INC.",48
GENISYS TECHNOLOGIES INC,46
VQUEST TECHNOLOGIES LLC,45
SEAGATE US LLC,44
VERITAS TECHNOLOGIES LLC,43
LARSEN & TOUBRO INFOTECH LIMITED,41
3M COMPANY,38
U.S. BANK NATIONAL ASSOCIATION,38
"NCS PEARSON, INC.",38
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",37
"RANDSTAD TECHNOLOGIES, LP",36
POPULUS GROUP LLC,36
DELOITTE & TOUCHE LLP,35
IBM CORPORATION,35
"CANVAS INFOTECH, INC.",33
GENIUS MINDS LLC,33
"PERFICIENT, INC.",32
SYNTEL CONSULTING INC.,32
"KEYSERIES, LLC",29
ECOLAB USA INC.,27
"STARKEY LABORATORIES, INC.",26
"GENERAL MILLS, INC.",26
VEDICSOFT SOLUTIONS LLC,26
CONNVERTEX TECHNOLOGIES INC.,26
"HENNEPIN HEALTHCARE SYSTEM, INC.",26
"DC GROUP, INC.",24
"JAVEN TECHNOLOGIES, INC.",23
"OASYS TECHNOLOGIES, INC",22
"EMBLEMATIC TECH SOLUTIONS, LLC",22
ICON ITGROUP,22
"COMPUNNEL SOFTWARE GROUP, INC.",22
"NTT DATA, INC.",22
"GENISYS TECHNOLOGIES, INC",21
"OPEN ACCESS TECHNOLOGY INTERNATIONAL, INC.",21
"SIEMENS INDUSTRY, INC.",21
CYBERTHINK INC,21
"GROUP HEALTH PLAN, INC.",21
"VERISK HEALTH, INC.",21
DELOITTE TAX LLP,21
